01/09/1992	19:00	Eintracht Frankfurt	-	Borussia Dortmund	4:1 (1:1)	
	19:00	1. FC Kaiserslautern	-	Bor. Mönchengladbach	0:0 (0:0)	
	19:00	FC Schalke 04	-	Werder Bremen	0:0 (0:0)	
	19:00	Karlsruher SC	-	1. FC Nürnberg	1:1 (0:1)	
	19:00	Dynamo Dresden	-	SG Wattenscheid 09	2:1 (2:1)	
02/09/1992	19:00	Bayer 05 Uerdingen	-	1. FC Saarbrücken	1:1 (0:0)	
	19:00	VfL Bochum	-	VfB Stuttgart	0:0 (0:0)	
	19:00	1. FC Köln	-	Bayern München	1:3 (0:2)	
	19:00	Hamburger SV	-	Bayer Leverkusen	0:0 (0:0)	
1		Bayern München	5	4	1	0	11:3	8	9:1
2		Eintracht Frankfurt	5	3	2	0	9:4	5	8:2
3		Bayer Leverkusen	5	2	3	0	7:2	5	7:3
4		Dynamo Dresden	5	2	2	1	8:6	2	6:4
5		VfB Stuttgart	5	2	2	1	6:6	0	6:4
6		Karlsruher SC	5	2	1	2	11:9	2	5:5
7		FC Schalke 04	5	2	1	2	9:7	2	5:5
8		VfL Bochum	5	1	3	1	8:6	2	5:5
9		1. FC Kaiserslautern	5	2	1	2	5:3	2	5:5
10		Werder Bremen	5	1	3	1	6:7	-1	5:5
11		Borussia Dortmund	5	2	1	2	6:8	-2	5:5
12		Bayer 05 Uerdingen	5	1	2	2	6:7	-1	4:6
13		Hamburger SV	5	0	4	1	4:5	-1	4:6
14		1. FC Nürnberg	5	1	2	2	2:5	-3	4:6
15		1. FC Saarbrücken	5	1	2	2	5:9	-4	4:6
16		Bor. Mönchengladbach	5	1	2	2	5:10	-5	4:6
17		SG Wattenscheid 09	5	1	1	3	8:12	-4	3:7
18		1. FC Köln	5	0	1	4	3:10	-7	1:9
