28/09/1973	19:00	Rot-Weiss Essen	-	Werder Bremen	3:1 (0:0)	
	19:00	Wuppertaler SV	-	Fortuna Düsseldorf	2:2 (1:1)	
29/09/1973	14:30	Bor. Mönchengladbach	-	1. FC Köln	1:1 (0:1)	
	14:30	VfL Bochum	-	VfB Stuttgart	0:0 (0:0)	
	14:30	Hertha BSC	-	FC Schalke 04	1:0 (0:0)	
	14:30	Kickers Offenbach	-	MSV Duisburg	2:0 (1:0)	
	14:30	Fortuna Köln	-	Hannover 96	2:2 (0:2)	
	14:30	Bayern München	-	Eintracht Frankfurt	2:2 (2:1)	
	14:30	Hamburger SV	-	1. FC Kaiserslautern	0:2 (0:0)	
1		Bor. Mönchengladbach	9	6	2	1	28:13	15	14:4
2		Eintracht Frankfurt	9	5	3	1	19:13	6	13:5
3		Kickers Offenbach	9	5	2	2	19:10	9	12:6
4		Bayern München	9	4	4	1	23:15	8	12:6
5		VfL Bochum	9	4	4	1	13:8	5	12:6
6		Hertha BSC	9	3	5	1	15:11	4	11:7
7		Fortuna Düsseldorf	9	4	2	3	17:15	2	10:8
8		1. FC Kaiserslautern	9	4	1	4	19:21	-2	9:9
9		VfB Stuttgart	9	3	2	4	17:14	3	8:10
10		Hannover 96	9	3	2	4	21:21	0	8:10
11		Wuppertaler SV	9	3	2	4	12:14	-2	8:10
12		Werder Bremen	9	1	5	3	11:16	-5	7:11
13		Fortuna Köln	9	1	5	3	10:15	-5	7:11
14		1. FC Köln	9	2	3	4	12:18	-6	7:11
15		MSV Duisburg	9	2	2	5	9:14	-5	6:12
16		Hamburger SV	9	2	2	5	10:16	-6	6:12
17		Rot-Weiss Essen	9	2	2	5	11:21	-10	6:12
18		FC Schalke 04	9	2	2	5	14:25	-11	6:12
