09/08/1991	17:45	SG Wattenscheid 09	-	Bayer Leverkusen	3:0 (1:0)	
	19:00	Bor. Mönchengladbach	-	MSV Duisburg	0:0 (0:0)	
	19:00	Hamburger SV	-	Dynamo Dresden	2:0 (0:0)	
10/08/1991	14:30	Borussia Dortmund	-	Werder Bremen	2:1 (0:0)	
	14:30	Bayern München	-	Hansa Rostock	1:2 (1:1)	
	14:30	1. FC Nürnberg	-	Fortuna Düsseldorf	3:1 (2:1)	
	14:30	Eintracht Frankfurt	-	FC Schalke 04	5:0 (1:0)	
	14:30	1. FC Kaiserslautern	-	VfL Bochum	1:1 (1:0)	
	14:30	1. FC Köln	-	Stuttgarter Kickers	0:0 (0:0)	
	14:30	VfB Stuttgart	-	Karlsruher SC	1:0 (0:0)	
