16/02/2001	19:15	TSV 1860 München	-	Eintracht Frankfurt	2:2 (0:1)	
17/02/2001	14:30	SpVgg Unterhaching	-	Bayern München	1:0 (0:0)	
	14:30	Hansa Rostock	-	Bayer Leverkusen	2:1 (1:1)	
	14:30	Energie Cottbus	-	SC Freiburg	0:2 (0:0)	
	14:30	Werder Bremen	-	FC Schalke 04	2:1 (2:0)	
	14:30	VfL Wolfsburg	-	VfL Bochum	0:0 (0:0)	
	19:15	Borussia Dortmund	-	Hamburger SV	4:2 (1:0)	
18/02/2001	16:30	1. FC Köln	-	1. FC Kaiserslautern	0:1 (0:1)	
	16:30	VfB Stuttgart	-	Hertha BSC	0:1 (0:0)	
1		Bayern München	22	13	3	6	44:24	20	42
2		FC Schalke 04	22	12	4	6	43:25	18	40
3		Bayer Leverkusen	22	12	4	6	39:25	14	40
4		Borussia Dortmund	22	12	4	6	35:28	7	40
5		Hertha BSC	22	12	1	9	44:39	5	37
6		1. FC Kaiserslautern	22	11	4	7	32:29	3	37
7		SC Freiburg	22	9	7	6	30:21	9	34
8		VfL Wolfsburg	22	8	8	6	40:28	12	32
9		Werder Bremen	22	8	7	7	30:31	-1	31
10		1. FC Köln	22	8	5	9	39:36	3	29
11		TSV 1860 München	22	7	7	8	27:37	-10	28
12		Eintracht Frankfurt	22	8	3	11	28:38	-10	27
13		Hansa Rostock	22	7	4	11	21:34	-13	25
14		Hamburger SV	22	7	3	12	42:43	-1	24
15		SpVgg Unterhaching	22	6	6	10	21:35	-14	24
16		Energie Cottbus	22	7	2	13	26:38	-12	23
17		VfB Stuttgart	22	5	6	11	31:37	-6	21
18		VfL Bochum	22	5	4	13	19:43	-24	19
