06/03/2009	19:30	FC Schalke 04	-	1. FC Köln	1:0 (1:0)	
07/03/2009	14:30	1899 Hoffenheim	-	Werder Bremen	0:0 (0:0)	
	14:30	Bor. Mönchengladbach	-	Hamburger SV	4:1 (2:1)	
	14:30	Bayern München	-	Hannover 96	5:1 (3:1)	
	14:30	Energie Cottbus	-	Hertha BSC	1:3 (1:2)	
	14:30	VfL Wolfsburg	-	Karlsruher SC	1:0 (1:0)	
	14:30	VfB Stuttgart	-	Borussia Dortmund	2:1 (1:0)	
08/03/2009	16:00	Arminia Bielefeld	-	Eintracht Frankfurt	0:0 (0:0)	
	16:00	Bayer Leverkusen	-	VfL Bochum	1:1 (0:1)	
1		Hertha BSC	23	14	4	5	38:27	11	46
2		1899 Hoffenheim	23	12	6	5	49:31	18	42
		Bayern München	23	12	6	5	49:31	18	42
4		VfL Wolfsburg	23	12	6	5	46:28	18	42
5		Hamburger SV	23	13	3	7	35:35	0	42
6		VfB Stuttgart	23	11	6	6	42:32	10	39
7		Bayer Leverkusen	23	11	4	8	45:31	14	37
8		FC Schalke 04	23	10	7	6	30:21	9	37
9		Borussia Dortmund	23	7	12	4	32:27	5	33
10		Werder Bremen	23	7	8	8	42:34	8	29
11		1. FC Köln	23	8	5	10	25:31	-6	29
12		Eintracht Frankfurt	23	6	6	11	28:37	-9	24
13		Hannover 96	23	6	6	11	29:46	-17	24
14		VfL Bochum	23	4	10	9	28:37	-9	22
15		Arminia Bielefeld	23	3	12	8	20:33	-13	21
16		Energie Cottbus	23	5	5	13	21:40	-19	20
17		Bor. Mönchengladbach	23	5	4	14	28:44	-16	19
18		Karlsruher SC	23	5	2	16	18:40	-22	17
