08/09/2000	19:15	SpVgg Unterhaching	-	1. FC Kaiserslautern	0:0 (0:0)	
09/09/2000	14:30	TSV 1860 München	-	FC Schalke 04	1:1 (0:0)	
	14:30	1. FC Köln	-	Bayer Leverkusen	1:1 (0:1)	
	14:30	VfB Stuttgart	-	Bayern München	2:1 (1:1)	
	14:30	VfL Wolfsburg	-	Hertha BSC	2:1 (1:0)	
	14:30	VfL Bochum	-	Hamburger SV	0:4 (0:2)	
	19:15	Werder Bremen	-	Borussia Dortmund	1:2 (0:1)	
10/09/2000	16:30	Hansa Rostock	-	SC Freiburg	0:0 (0:0)	
	16:30	Energie Cottbus	-	Eintracht Frankfurt	2:0 (0:0)	
1		FC Schalke 04	4	3	1	0	10:2	8	10
2		Bayern München	4	3	0	1	11:4	7	9
3		Borussia Dortmund	4	3	0	1	9:5	4	9
4		TSV 1860 München	4	2	2	0	8:6	2	8
5		Hamburger SV	4	2	1	1	8:7	1	7
6		Bayer Leverkusen	4	2	1	1	5:5	0	7
7		Hertha BSC	4	2	0	2	10:6	4	6
8		SC Freiburg	4	1	3	0	5:1	4	6
9		Eintracht Frankfurt	4	2	0	2	8:6	2	6
10		VfL Wolfsburg	4	2	0	2	7:6	1	6
11		VfB Stuttgart	4	2	0	2	6:7	-1	6
12		1. FC Köln	4	1	2	1	6:4	2	5
13		1. FC Kaiserslautern	4	1	1	2	1:5	-4	4
14		Werder Bremen	4	1	0	3	6:7	-1	3
15		Energie Cottbus	4	1	0	3	4:10	-6	3
16		VfL Bochum	4	1	0	3	1:11	-10	3
17		SpVgg Unterhaching	4	0	2	2	1:5	-4	2
18		Hansa Rostock	4	0	1	3	0:9	-9	1
