06/11/1998	18:30	MSV Duisburg	-	1. FC Nürnberg	1:1 (0:1)	
	19:00	Werder Bremen	-	Borussia Dortmund	1:1 (0:1)	
07/11/1998	14:30	VfL Wolfsburg	-	Bor. Mönchengladbach	7:1 (4:1)	
	14:30	VfL Bochum	-	Hertha BSC	2:0 (0:0)	
	14:30	Hamburger SV	-	FC Schalke 04	2:2 (1:0)	
	14:30	SC Freiburg	-	1. FC Kaiserslautern	0:1 (0:1)	
	14:30	Hansa Rostock	-	Eintracht Frankfurt	2:2 (1:1)	
	14:30	Bayern München	-	TSV 1860 München	3:1 (0:0)	
08/11/1998	17:00	Bayer Leverkusen	-	VfB Stuttgart	0:0 (0:0)	
1		Bayern München	11	9	1	1	30:10	20	28
2		Bayer Leverkusen	11	5	5	1	25:14	11	20
3		TSV 1860 München	11	6	2	3	22:15	7	20
4		1. FC Kaiserslautern	11	5	3	3	18:22	-4	18
5		Hamburger SV	11	4	5	2	17:14	3	17
6		Hertha BSC	11	5	2	4	16:13	3	17
7		VfB Stuttgart	11	4	4	3	16:12	4	16
8		Borussia Dortmund	11	4	4	3	16:13	3	16
9		VfL Bochum	11	5	1	5	15:14	1	16
10		SC Freiburg	11	3	6	2	14:13	1	15
11		VfL Wolfsburg	11	3	5	3	21:16	5	14
12		1. FC Nürnberg	11	2	6	3	15:20	-5	12
13		MSV Duisburg	11	2	6	3	13:18	-5	12
14		FC Schalke 04	11	2	5	4	11:17	-6	11
15		Eintracht Frankfurt	11	2	4	5	14:19	-5	10
16		Hansa Rostock	11	2	3	6	16:25	-9	9
17		Werder Bremen	11	1	4	6	14:19	-5	7
18		Bor. Mönchengladbach	11	1	2	8	15:34	-19	5
