27/04/2000	18:30	MSV Duisburg	-	Arminia Bielefeld	0:3 (0:2)	
28/04/2000	19:00	Eintracht Frankfurt	-	VfL Wolfsburg	4:0 (2:0)	
	19:00	Hertha BSC	-	SC Freiburg	0:0 (0:0)	
29/04/2000	14:30	1. FC Kaiserslautern	-	SSV Ulm 1846	6:2 (1:1)	
	14:30	Bayern München	-	Hansa Rostock	4:1 (0:1)	
	14:30	VfB Stuttgart	-	Borussia Dortmund	1:2 (0:1)	
	14:30	FC Schalke 04	-	TSV 1860 München	2:2 (2:1)	
30/04/2000	16:30	SpVgg Unterhaching	-	Werder Bremen	1:0 (0:0)	
	16:30	Hamburger SV	-	Bayer Leverkusen	0:2 (0:2)	
1		Bayer Leverkusen	32	20	10	2	70:33	37	70
2		Bayern München	32	20	7	5	67:27	40	67
3		Hamburger SV	32	15	10	7	59:38	21	55
4		Hertha BSC	32	13	11	8	38:41	-3	50
5		TSV 1860 München	32	13	10	9	52:46	6	49
6		1. FC Kaiserslautern	32	15	4	13	52:56	-4	49
7		VfL Wolfsburg	32	11	13	8	49:55	-6	46
8		Werder Bremen	32	12	8	12	60:49	11	44
9		VfB Stuttgart	32	13	5	14	37:43	-6	44
10		SpVgg Unterhaching	32	11	8	13	38:39	-1	41
11		FC Schalke 04	32	8	14	10	41:41	0	38
12		SC Freiburg	32	9	10	13	42:47	-5	37
13		Borussia Dortmund	32	8	12	12	37:37	0	36
14		Eintracht Frankfurt	32	11	5	16	39:39	0	36
15		Hansa Rostock	32	7	14	11	41:56	-15	35
16		SSV Ulm 1846	32	8	8	16	33:60	-27	32
17		Arminia Bielefeld	32	7	8	17	37:55	-18	29
18		MSV Duisburg	32	4	9	19	36:66	-30	21
