20/02/1992	18:15	VfL Bochum	-	Bayern München	0:5 (0:3)	
21/02/1992	19:00	Karlsruher SC	-	MSV Duisburg	2:2 (1:0)	
	19:00	Werder Bremen	-	Bayer Leverkusen	1:1 (1:1)	
22/02/1992	14:30	Hansa Rostock	-	SG Wattenscheid 09	1:1 (1:1)	
	14:30	Fortuna Düsseldorf	-	Bor. Mönchengladbach	1:1 (1:1)	
	14:30	Dynamo Dresden	-	Borussia Dortmund	0:0 (0:0)	
	14:30	1. FC Köln	-	1. FC Nürnberg	4:0 (3:0)	
	14:30	1. FC Kaiserslautern	-	Eintracht Frankfurt	1:1 (0:1)	
	14:30	Stuttgarter Kickers	-	Hamburger SV	1:1 (0:1)	
	14:30	FC Schalke 04	-	VfB Stuttgart	0:1 (0:0)	
