18/08/2001	14:30	Bayern München	-	FC St. Pauli	2:0 (2:0)	
	14:30	VfL Wolfsburg	-	SC Freiburg	1:1 (0:1)	
	14:30	1. FC Nürnberg	-	VfB Stuttgart	2:4 (1:1)	
	14:30	Werder Bremen	-	TSV 1860 München	1:3 (1:2)	
	14:30	Hamburger SV	-	1. FC Kaiserslautern	2:3 (0:3)	
	14:30	FC Schalke 04	-	Bayer Leverkusen	3:3 (2:0)	
	14:30	Hansa Rostock	-	Borussia Dortmund	0:2 (0:2)	
19/08/2001	16:30	Hertha BSC	-	Energie Cottbus	2:3 (1:0)	
	16:30	1. FC Köln	-	Bor. Mönchengladbach	0:2 (0:0)	
1		Borussia Dortmund	4	4	0	0	10:0	10	12
2		1. FC Kaiserslautern	4	4	0	0	12:5	7	12
3		Energie Cottbus	4	3	0	1	7:5	2	9
4		Bayer Leverkusen	4	2	2	0	9:5	4	8
5		Bayern München	4	2	1	1	6:2	4	7
6		Bor. Mönchengladbach	4	2	1	1	5:3	2	7
7		VfB Stuttgart	4	1	2	1	4:4	0	5
8		FC Schalke 04	4	1	2	1	6:7	-1	5
9		Hamburger SV	4	1	1	2	5:5	0	4
10		Hertha BSC	4	1	1	2	5:6	-1	4
		SC Freiburg	4	1	1	2	5:6	-1	4
12		1. FC Köln	4	1	1	2	3:4	-1	4
13		TSV 1860 München	4	1	1	2	4:8	-4	4
		Werder Bremen	4	1	1	2	4:8	-4	4
15		1. FC Nürnberg	4	1	0	3	4:7	-3	3
16		Hansa Rostock	4	1	0	3	2:8	-6	3
17		FC St. Pauli	4	0	2	2	1:4	-3	2
18		VfL Wolfsburg	4	0	2	2	3:8	-5	2
