26/11/2005	14:30	Bayer Leverkusen	-	Hamburger SV	0:1 (0:0)	
	14:30	FC Schalke 04	-	Werder Bremen	2:1 (1:0)	
	14:30	VfL Wolfsburg	-	Arminia Bielefeld	0:0 (0:0)	
	14:30	Bayern München	-	1. FSV Mainz 05	2:1 (1:1)	
	14:30	Hannover 96	-	1. FC Kaiserslautern	5:1 (2:0)	
	14:30	1. FC Nürnberg	-	Borussia Dortmund	1:2 (0:2)	
27/11/2005	16:30	Hertha BSC	-	Bor. Mönchengladbach	2:2 (0:2)	
	16:30	Eintracht Frankfurt	-	VfB Stuttgart	1:1 (1:0)	
06/12/2005	17:00	MSV Duisburg	-	1. FC Köln	1:1 (1:1)	
1		Bayern München	14	12	1	1	31:10	21	37
2		Hamburger SV	14	9	4	1	22:6	16	31
3		Werder Bremen	14	9	2	3	39:19	20	29
4		FC Schalke 04	14	6	7	1	18:10	8	25
5		Hertha BSC	14	6	4	4	23:20	3	22
6		Borussia Dortmund	14	5	6	3	22:18	4	21
7		Bor. Mönchengladbach	14	5	6	3	19:16	3	21
8		VfB Stuttgart	14	3	9	2	18:17	1	18
9		VfL Wolfsburg	14	4	6	4	14:20	-6	18
10		Bayer Leverkusen	14	4	5	5	22:23	-1	17
11		Hannover 96	14	3	7	4	23:22	1	16
12		Arminia Bielefeld	14	4	4	6	17:21	-4	16
13		Eintracht Frankfurt	14	4	3	7	17:22	-5	15
14		1. FSV Mainz 05	14	3	3	8	18:23	-5	12
15		1. FC Köln	14	3	3	8	20:29	-9	12
16		MSV Duisburg	14	2	4	8	13:27	-14	10
17		1. FC Nürnberg	14	2	3	9	15:28	-13	9
18		1. FC Kaiserslautern	14	2	3	9	18:38	-20	9
