14/10/1980	19:00	TSV 1860 München	-	Bayern München	1:3 (0:2)	
	19:00	Hamburger SV	-	Borussia Dortmund	2:1 (2:1)	
	19:00	Karlsruher SC	-	Arminia Bielefeld	2:1 (1:1)	
15/10/1980	19:00	VfB Stuttgart	-	Fortuna Düsseldorf	4:2 (2:2)	
	19:00	SV Bayer 04 Leverkusen	-	FC Schalke 04	4:0 (2:0)	
	19:00	1. FC Kaiserslautern	-	1. FC Köln	5:1 (2:0)	
	19:00	1. FC Nürnberg	-	Eintracht Frankfurt	1:4 (0:1)	
	19:00	MSV Duisburg	-	Bor. Mönchengladbach	4:0 (1:0)	
	19:00	VfL Bochum	-	Bayer 05 Uerdingen	2:2 (1:1)	
1		Bayern München	9	8	0	1	25:11	14	16:2
2		1. FC Kaiserslautern	9	6	2	1	18:7	11	14:4
3		Hamburger SV	9	6	2	1	19:11	8	14:4
4		Eintracht Frankfurt	9	6	0	3	19:13	6	12:6
5		VfB Stuttgart	9	4	2	3	21:16	5	10:8
6		MSV Duisburg	9	3	4	2	15:10	5	10:8
7		VfL Bochum	9	2	6	1	12:9	3	10:8
8		Borussia Dortmund	9	4	2	3	20:18	2	10:8
9		Bor. Mönchengladbach	9	4	2	3	14:16	-2	10:8
10		SV Bayer 04 Leverkusen	9	4	1	4	19:14	5	9:9
11		Fortuna Düsseldorf	9	4	1	4	16:19	-3	9:9
12		Karlsruher SC	9	3	3	3	11:15	-4	9:9
13		1. FC Köln	9	2	3	4	16:23	-7	7:11
14		TSV 1860 München	9	2	2	5	13:16	-3	6:12
15		1. FC Nürnberg	9	2	1	6	15:21	-6	5:13
16		Arminia Bielefeld	9	1	2	6	13:23	-10	4:14
17		FC Schalke 04	9	1	2	6	14:27	-13	4:14
18		Bayer 05 Uerdingen	9	0	3	6	11:22	-11	3:15
