20/08/1991	19:00	Bor. Mönchengladbach	-	Werder Bremen	0:2 (0:0)	
	19:00	Borussia Dortmund	-	Fortuna Düsseldorf	3:1 (2:0)	
	19:00	Bayern München	-	FC Schalke 04	3:2 (2:0)	
	19:00	1. FC Nürnberg	-	Dynamo Dresden	1:1 (0:0)	
21/08/1991	17:30	SG Wattenscheid 09	-	Karlsruher SC	1:1 (0:1)	
	19:00	Eintracht Frankfurt	-	VfL Bochum	2:1 (0:1)	
	19:00	Hamburger SV	-	1. FC Köln	1:1 (1:0)	
	19:00	1. FC Kaiserslautern	-	Stuttgarter Kickers	4:3 (2:1)	
	19:00	Bayer Leverkusen	-	MSV Duisburg	2:1 (1:0)	
	20:00	VfB Stuttgart	-	Hansa Rostock	3:0 (1:0)	
