29/04/2011	19:30	Werder Bremen	-	VfL Wolfsburg	0:1 (0:1)	
	19:30	1. FC Kaiserslautern	-	FC St. Pauli	2:0 (1:0)	
30/04/2011	14:30	1. FC Köln	-	Bayer Leverkusen	2:0 (0:0)	
	14:30	1899 Hoffenheim	-	VfB Stuttgart	1:2 (1:0)	
	14:30	1. FSV Mainz 05	-	Eintracht Frankfurt	3:0 (3:0)	
	14:30	Hannover 96	-	Bor. Mönchengladbach	0:1 (0:0)	
	14:30	Hamburger SV	-	SC Freiburg	0:2 (0:1)	
	14:30	Borussia Dortmund	-	1. FC Nürnberg	2:0 (2:0)	
	17:30	Bayern München	-	FC Schalke 04	4:1 (3:1)	
1		Borussia Dortmund	32	22	6	4	64:19	45	72
2		Bayer Leverkusen	32	19	7	6	62:43	19	64
3		Bayern München	32	17	8	7	71:38	33	59
4		Hannover 96	32	18	3	11	45:42	3	57
5		1. FSV Mainz 05	32	16	4	12	47:37	10	52
6		1. FC Nürnberg	32	13	8	11	45:40	5	47
7		SC Freiburg	32	13	5	14	41:47	-6	44
8		Hamburger SV	32	12	7	13	44:50	-6	43
9		1899 Hoffenheim	32	10	10	12	47:46	1	40
10		FC Schalke 04	32	11	7	14	36:39	-3	40
11		1. FC Kaiserslautern	32	11	7	14	43:48	-5	40
12		VfB Stuttgart	32	11	6	15	57:56	1	39
13		Werder Bremen	32	9	11	12	43:58	-15	38
14		1. FC Köln	32	11	5	16	43:61	-18	38
15		VfL Wolfsburg	32	8	11	13	39:45	-6	35
16		Eintracht Frankfurt	32	9	7	16	30:44	-14	34
17		Bor. Mönchengladbach	32	9	5	18	45:64	-19	32
18		FC St. Pauli	32	8	5	19	33:58	-25	29
