03/10/1969	19:00	Eintracht Frankfurt	-	Borussia Dortmund	2:0 (1:0)	
04/10/1969	14:30	1. FC Köln	-	VfB Stuttgart	3:1 (2:0)	
	14:30	Hannover 96	-	Hertha BSC	2:1 (1:0)	
	14:30	Bor. Mönchengladbach	-	Eintracht Braunschweig	1:0 (1:0)	
	14:30	Hamburger SV	-	Alemannia Aachen	4:1 (0:0)	
	14:30	1. FC Kaiserslautern	-	Rot-Weiss Essen	0:0 (0:0)	
	14:30	Bayern München	-	Werder Bremen	4:1 (1:0)	
	14:30	Rot-Weiß Oberhausen	-	TSV 1860 München	3:0 (2:0)	
	14:30	FC Schalke 04	-	MSV Duisburg	0:0 (0:0)	
1		Bayern München	7	5	1	1	18:4	14	11:3
2		Rot-Weiß Oberhausen	7	5	1	1	16:5	11	11:3
3		Hamburger SV	7	4	2	1	17:9	8	10:4
4		Hannover 96	7	4	2	1	14:9	5	10:4
5		FC Schalke 04	7	3	3	1	10:6	4	9:5
6		Bor. Mönchengladbach	7	4	1	2	9:8	1	9:5
7		1. FC Köln	7	4	0	3	16:9	7	8:6
8		Hertha BSC	7	4	0	3	11:11	0	8:6
9		Rot-Weiss Essen	7	2	2	3	12:13	-1	6:8
10		1. FC Kaiserslautern	7	1	4	2	6:7	-1	6:8
11		Eintracht Frankfurt	7	3	0	4	9:11	-2	6:8
12		MSV Duisburg	7	2	2	3	7:13	-6	6:8
13		VfB Stuttgart	7	1	3	3	12:17	-5	5:9
14		Borussia Dortmund	7	2	1	4	8:14	-6	5:9
15		TSV 1860 München	7	2	1	4	5:11	-6	5:9
16		Werder Bremen	7	1	2	4	8:14	-6	4:10
17		Alemannia Aachen	7	1	2	4	7:14	-7	4:10
18		Eintracht Braunschweig	7	0	3	4	7:17	-10	3:11
