01/10/1966	15:00	Hamburger SV	-	TSV 1860 München	3:2 (1:2)	
	15:00	Bayern München	-	1. FC Nürnberg	0:1 (0:1)	
	15:00	Borussia Dortmund	-	Werder Bremen	2:0 (1:0)	
	15:00	1. FC Kaiserslautern	-	1. FC Köln	0:0 (0:0)	
	15:00	Fortuna Düsseldorf	-	Rot-Weiss Essen	2:0 (0:0)	
	15:00	FC Schalke 04	-	Eintracht Braunschweig	0:0 (0:0)	
	15:00	Hannover 96	-	Bor. Mönchengladbach	1:1 (0:1)	
	15:00	Meidericher SV	-	VfB Stuttgart	0:0 (0:0)	
	15:00	Karlsruher SC	-	Frankfurter SG Eintracht	3:2 (2:0)	
1		1. FC Kaiserslautern	7	4	2	1	13:8	5	10:4
2		Eintracht Braunschweig	7	4	2	1	7:3	4	10:4
3		Fortuna Düsseldorf	7	4	1	2	10:8	2	9:5
4		Meidericher SV	7	3	3	1	8:6	2	9:5
5		Frankfurter SG Eintracht	7	4	0	3	17:9	8	8:6
6		1. FC Nürnberg	7	4	0	3	8:5	3	8:6
7		Hamburger SV	7	3	2	2	10:11	-1	8:6
8		Bor. Mönchengladbach	7	2	3	2	12:9	3	7:7
9		Hannover 96	7	2	3	2	6:6	0	7:7
10		1. FC Köln	7	3	1	3	7:8	-1	7:7
11		VfB Stuttgart	7	3	1	3	7:10	-3	7:7
12		Bayern München	7	2	2	3	12:10	2	6:8
13		Rot-Weiss Essen	7	2	2	3	10:12	-2	6:8
14		FC Schalke 04	7	2	2	3	5:8	-3	6:8
15		TSV 1860 München	7	2	1	4	10:12	-2	5:9
16		Borussia Dortmund	7	2	1	4	5:11	-6	5:9
17		Werder Bremen	7	2	0	5	8:11	-3	4:10
18		Karlsruher SC	7	1	2	4	7:15	-8	4:10
