19/02/2021	19:30	Arminia Bielefeld	-	VfL Wolfsburg	0:3 (0:1)	
20/02/2021	14:30	Eintracht Frankfurt	-	Bayern München	2:1 (2:0)	
	14:30	SC Freiburg	-	1. FC Union Berlin	0:1 (0:0)	
	14:30	Bor. Mönchengladbach	-	1. FSV Mainz 05	1:2 (1:1)	
	14:30	1. FC Köln	-	VfB Stuttgart	0:1 (0:0)	
	17:30	FC Schalke 04	-	Borussia Dortmund	0:4 (0:2)	
21/02/2021	12:30	FC Augsburg	-	Bayer Leverkusen	1:1 (1:0)	
	14:30	Hertha BSC	-	RB Leipzig	0:3 (0:1)	
	17:00	1899 Hoffenheim	-	Werder Bremen	4:0 (2:0)	
1		Bayern München	22	15	4	3	62:31	31	49
2		RB Leipzig	22	14	5	3	40:18	22	47
3		VfL Wolfsburg	22	11	9	2	35:19	16	42
4		Eintracht Frankfurt	22	11	9	2	45:30	15	42
5		Bayer Leverkusen	22	10	7	5	40:24	16	37
6		Borussia Dortmund	22	11	3	8	45:31	14	36
7		1. FC Union Berlin	22	8	9	5	35:25	10	33
8		Bor. Mönchengladbach	22	8	9	5	38:33	5	33
9		SC Freiburg	22	8	7	7	35:34	1	31
10		VfB Stuttgart	22	7	8	7	39:35	4	29
11		1899 Hoffenheim	22	7	5	10	36:39	-3	26
12		Werder Bremen	22	6	8	8	26:31	-5	26
13		FC Augsburg	22	6	5	11	22:35	-13	23
14		1. FC Köln	22	5	6	11	20:36	-16	21
15		Hertha BSC	22	4	6	12	26:40	-14	18
16		Arminia Bielefeld	22	5	3	14	18:40	-22	18
17		1. FSV Mainz 05	22	4	5	13	23:43	-20	17
18		FC Schalke 04	22	1	6	15	15:56	-41	9
