31/10/1972	19:00	1. FC Köln	-	Wuppertaler SV	1:1 (0:0)	
	19:00	Rot-Weiß Oberhausen	-	VfB Stuttgart	2:2 (0:1)	
	19:00	Kickers Offenbach	-	Hamburger SV	2:1 (1:0)	
	19:00	Fortuna Düsseldorf	-	1. FC Kaiserslautern	2:1 (2:0)	
	19:00	Bayern München	-	MSV Duisburg	2:0 (1:0)	
	19:00	VfL Bochum	-	Hannover 96	2:0 (0:0)	
01/11/1972	19:00	Hertha BSC	-	FC Schalke 04	3:0 (2:0)	
28/11/1972	18:30	Eintracht Braunschweig	-	Eintracht Frankfurt	2:1 (1:0)	
06/12/1972	19:00	Werder Bremen	-	Bor. Mönchengladbach	1:1 (1:1)	
1		Bayern München	10	8	1	1	26:4	22	17:3
2		Fortuna Düsseldorf	10	5	4	1	23:16	7	14:6
3		VfB Stuttgart	10	6	1	3	20:16	4	13:7
4		1. FC Köln	10	4	4	2	16:11	5	12:8
5		VfL Bochum	10	6	0	4	15:15	0	12:8
6		Wuppertaler SV	10	4	3	3	16:11	5	11:9
7		Bor. Mönchengladbach	10	5	1	4	21:21	0	11:9
8		Kickers Offenbach	10	5	1	4	18:22	-4	11:9
9		Eintracht Frankfurt	10	4	2	4	19:16	3	10:10
10		1. FC Kaiserslautern	10	4	2	4	14:15	-1	10:10
11		MSV Duisburg	10	3	3	4	14:12	2	9:11
12		Werder Bremen	10	2	5	3	9:9	0	9:11
13		FC Schalke 04	10	4	0	6	15:18	-3	8:12
14		Hannover 96	10	3	2	5	14:19	-5	8:12
15		Eintracht Braunschweig	10	4	0	6	8:14	-6	8:12
16		Hertha BSC	10	3	1	6	16:24	-8	7:13
17		Hamburger SV	10	1	3	6	13:19	-6	5:15
18		Rot-Weiß Oberhausen	10	2	1	7	8:23	-15	5:15
