17/11/2001	14:30	TSV 1860 München	-	Borussia Dortmund	1:3 (0:0)	
	14:30	VfB Stuttgart	-	SC Freiburg	3:0 (1:0)	
	14:30	Hertha BSC	-	VfL Wolfsburg	2:0 (1:0)	
	14:30	Werder Bremen	-	Bayern München	1:0 (1:0)	
	14:30	Hamburger SV	-	FC Schalke 04	0:0 (0:0)	
	14:30	1. FC Köln	-	Bayer Leverkusen	1:2 (0:0)	
	14:30	1. FC Kaiserslautern	-	FC St. Pauli	5:1 (2:1)	
18/11/2001	16:30	1. FC Nürnberg	-	Hansa Rostock	2:0 (0:0)	
	16:30	Bor. Mönchengladbach	-	Energie Cottbus	0:0 (0:0)	
1		Bayer Leverkusen	13	10	3	0	33:14	19	33
2		Bayern München	13	10	1	2	30:5	25	31
3		1. FC Kaiserslautern	13	9	1	3	30:17	13	28
4		Borussia Dortmund	13	9	1	3	21:9	12	28
5		Hertha BSC	13	7	2	4	22:17	5	23
6		Werder Bremen	13	7	2	4	18:14	4	23
7		FC Schalke 04	13	6	4	3	15:13	2	22
8		VfB Stuttgart	13	6	3	4	17:14	3	21
9		SC Freiburg	13	4	4	5	18:20	-2	16
10		Bor. Mönchengladbach	13	3	5	5	15:18	-3	14
11		TSV 1860 München	13	4	2	7	16:26	-10	14
12		Hamburger SV	13	3	4	6	14:18	-4	13
13		VfL Wolfsburg	13	3	3	7	18:19	-1	12
14		Hansa Rostock	13	3	3	7	11:19	-8	12
15		Energie Cottbus	13	3	3	7	13:25	-12	12
16		1. FC Nürnberg	13	3	1	9	10:24	-14	10
17		1. FC Köln	13	2	2	9	9:25	-16	8
18		FC St. Pauli	13	1	4	8	12:25	-13	7
