09/04/1996	18:30	Hansa Rostock	-	KFC Uerdingen 05	1:0 (0:0)	
	19:00	FC Schalke 04	-	Bayer Leverkusen	1:1 (0:1)	
	19:00	Karlsruher SC	-	TSV 1860 München	1:1 (1:0)	
	19:00	Eintracht Frankfurt	-	VfB Stuttgart	2:2 (2:2)	
	19:00	1. FC Köln	-	Borussia Dortmund	0:0 (0:0)	
10/04/1996	19:00	Hamburger SV	-	SC Freiburg	0:0 (0:0)	
	19:00	Bayern München	-	FC St. Pauli	1:1 (0:1)	
	19:00	Werder Bremen	-	Bor. Mönchengladbach	2:0 (1:0)	
	19:00	Fortuna Düsseldorf	-	1. FC Kaiserslautern	2:1 (0:1)	
1		Borussia Dortmund	27	16	8	3	63:27	36	56
2		Bayern München	27	17	3	7	56:35	21	54
3		Bor. Mönchengladbach	27	13	6	8	42:40	2	45
4		FC Schalke 04	27	10	12	5	33:29	4	42
5		VfB Stuttgart	27	9	12	6	52:49	3	39
6		Hansa Rostock	27	9	10	8	40:35	5	37
7		Hamburger SV	27	8	11	8	37:40	-3	35
8		SC Freiburg	27	9	8	10	24:30	-6	35
9		TSV 1860 München	27	8	10	9	41:39	2	34
10		Karlsruher SC	27	8	10	9	38:40	-2	34
11		Werder Bremen	27	7	13	7	28:31	-3	34
12		FC St. Pauli	27	8	9	10	37:41	-4	33
13		Bayer Leverkusen	27	7	11	9	30:27	3	32
14		Fortuna Düsseldorf	27	6	12	9	29:38	-9	30
15		1. FC Köln	27	5	13	9	23:28	-5	28
16		Eintracht Frankfurt	27	6	9	12	37:52	-15	27
17		1. FC Kaiserslautern	27	4	14	9	23:33	-10	26
18		KFC Uerdingen 05	27	2	11	14	24:43	-19	17
