01/09/1995	19:00	Karlsruher SC	-	1. FC Köln	1:0 (0:0)	
	19:00	Borussia Dortmund	-	Bor. Mönchengladbach	2:1 (0:1)	
02/09/1995	14:30	Bayer Leverkusen	-	FC St. Pauli	1:1 (0:0)	
	14:30	SC Freiburg	-	Eintracht Frankfurt	2:0 (1:0)	
	14:30	TSV 1860 München	-	Bayern München	0:2 (0:0)	
	14:30	KFC Uerdingen 05	-	Werder Bremen	3:0 (1:0)	
	14:30	Hamburger SV	-	FC Schalke 04	1:1 (0:1)	
	14:30	Fortuna Düsseldorf	-	Hansa Rostock	2:2 (0:1)	
	14:30	1. FC Kaiserslautern	-	VfB Stuttgart	1:1 (1:0)	
1		Bayern München	4	4	0	0	13:4	9	12
2		FC St. Pauli	4	2	1	1	8:5	3	7
3		Hansa Rostock	4	2	1	1	9:7	2	7
4		Bor. Mönchengladbach	4	2	1	1	5:3	2	7
5		VfB Stuttgart	4	1	3	0	5:3	2	6
6		Bayer Leverkusen	4	1	3	0	4:3	1	6
7		KFC Uerdingen 05	4	1	2	1	4:3	1	5
8		Eintracht Frankfurt	4	1	2	1	7:7	0	5
9		Borussia Dortmund	4	1	2	1	6:6	0	5
10		1. FC Kaiserslautern	4	1	2	1	5:6	-1	5
11		FC Schalke 04	4	1	2	1	4:5	-1	5
12		Werder Bremen	4	1	2	1	5:7	-2	5
13		Fortuna Düsseldorf	4	0	4	0	5:5	0	4
14		1. FC Köln	4	1	1	2	4:5	-1	4
15		Karlsruher SC	4	1	1	2	5:9	-4	4
16		SC Freiburg	4	1	0	3	3:6	-3	3
17		Hamburger SV	4	0	2	2	8:10	-2	2
18		TSV 1860 München	4	0	1	3	5:11	-6	1
