10/03/1989	19:00	Werder Bremen	-	Bor. Mönchengladbach	2:0 (2:0)	
	19:00	Hannover 96	-	1. FC Kaiserslautern	0:0 (0:0)	
11/03/1989	14:30	Borussia Dortmund	-	Bayer Leverkusen	2:1 (2:0)	
	14:30	Bayern München	-	Hamburger SV	1:0 (0:0)	
	14:30	Stuttgarter Kickers	-	VfB Stuttgart	0:2 (0:1)	
	14:30	FC St. Pauli	-	Karlsruher SC	1:0 (1:0)	
	14:30	1. FC Köln	-	Eintracht Frankfurt	3:2 (1:0)	
	14:30	Bayer 05 Uerdingen	-	VfL Bochum	3:1 (1:0)	
	14:30	Waldhof Mannheim	-	1. FC Nürnberg	2:1 (2:0)	
1		Bayern München	21	12	9	0	41:16	25	33:9
2		1. FC Köln	21	12	4	5	37:17	20	28:14
3		Werder Bremen	21	10	7	4	34:21	13	27:15
4		Hamburger SV	21	10	5	6	37:24	13	25:17
5		Bor. Mönchengladbach	21	8	9	4	29:25	4	25:17
6		VfB Stuttgart	21	9	5	7	36:30	6	23:19
7		FC St. Pauli	21	6	11	4	23:22	1	23:19
8		Bayer 05 Uerdingen	21	6	10	5	30:26	4	22:20
9		Karlsruher SC	21	9	4	8	33:31	2	22:20
10		Bayer Leverkusen	21	6	10	5	27:25	2	22:20
11		Borussia Dortmund	21	6	9	6	32:23	9	21:21
12		1. FC Kaiserslautern	21	6	9	6	31:26	5	21:21
13		VfL Bochum	21	6	6	9	24:30	-6	18:24
14		1. FC Nürnberg	21	6	4	11	24:37	-13	16:26
15		Eintracht Frankfurt	21	5	5	11	14:33	-19	15:27
16		Hannover 96	21	3	7	11	19:37	-18	13:29
17		Waldhof Mannheim	21	2	9	10	20:39	-19	13:29
18		Stuttgarter Kickers	21	3	5	13	21:50	-29	11:31
