02/10/2015	19:30	SV Darmstadt 98	-	1. FSV Mainz 05	2:3 (1:2)	
03/10/2015	14:30	Bor. Mönchengladbach	-	VfL Wolfsburg	2:0 (0:0)	
	14:30	Hannover 96	-	Werder Bremen	1:0 (0:0)	
	14:30	Hertha BSC	-	Hamburger SV	3:0 (1:0)	
	14:30	1899 Hoffenheim	-	VfB Stuttgart	2:2 (1:0)	
	14:30	FC Ingolstadt 04	-	Eintracht Frankfurt	2:0 (0:0)	
04/10/2015	14:30	FC Schalke 04	-	1. FC Köln	0:3 (0:1)	
	16:30	Bayern München	-	Borussia Dortmund	5:1 (2:1)	
	16:30	Bayer Leverkusen	-	FC Augsburg	1:1 (1:1)	
1		Bayern München	8	8	0	0	28:4	24	24
2		Borussia Dortmund	8	5	2	1	22:11	11	17
3		FC Schalke 04	8	5	1	2	10:8	2	16
4		Hertha BSC	8	4	2	2	11:8	3	14
5		1. FC Köln	8	4	2	2	13:12	1	14
6		FC Ingolstadt 04	8	4	2	2	6:6	0	14
7		Bayer Leverkusen	8	4	1	3	8:9	-1	13
8		1. FSV Mainz 05	8	4	0	4	12:11	1	12
9		VfL Wolfsburg	8	3	3	2	10:10	0	12
10		SV Darmstadt 98	8	2	4	2	10:12	-2	10
11		Hamburger SV	8	3	1	4	8:13	-5	10
12		Eintracht Frankfurt	8	2	3	3	13:11	2	9
13		Bor. Mönchengladbach	8	3	0	5	11:15	-4	9
14		Werder Bremen	8	2	1	5	7:13	-6	7
15		1899 Hoffenheim	8	1	3	4	10:14	-4	6
16		FC Augsburg	8	1	2	5	8:13	-5	5
17		Hannover 96	8	1	2	5	7:16	-9	5
18		VfB Stuttgart	8	1	1	6	11:19	-8	4
