18/09/1965	15:00	1. FC Kaiserslautern	-	Eintracht Braunschweig	1:1 (0:0)	
	15:00	Bayern München	-	Karlsruher SC	5:1 (2:1)	
	15:00	1. FC Köln	-	Werder Bremen	2:0 (1:0)	
	15:00	Hannover 96	-	Borussia Neunkirchen	6:0 (4:0)	
	15:00	FC Schalke 04	-	Borussia Dortmund	2:3 (1:1)	
	15:00	VfB Stuttgart	-	Frankfurter SG Eintracht	0:0 (0:0)	
	15:00	Hamburger SV	-	Bor. Mönchengladbach	5:0 (3:0)	
	15:00	Meidericher SV	-	TSV 1860 München	2:3 (0:1)	
	15:00	1. FC Nürnberg	-	Tasmania 1900 Berlin	7:2 (3:2)	
1		Bayern München	6	5	0	1	19:4	15	10:2
2		Borussia Dortmund	6	5	0	1	15:11	4	10:2
3		Hamburger SV	6	4	1	1	17:6	11	9:3
4		TSV 1860 München	6	4	1	1	13:6	7	9:3
5		Hannover 96	6	4	0	2	14:9	5	8:4
6		Werder Bremen	6	4	0	2	10:5	5	8:4
7		1. FC Köln	6	4	0	2	12:8	4	8:4
8		Eintracht Braunschweig	6	2	2	2	11:9	2	6:6
9		VfB Stuttgart	6	2	2	2	4:5	-1	6:6
10		1. FC Kaiserslautern	6	2	2	2	10:15	-5	6:6
11		Frankfurter SG Eintracht	6	2	1	3	10:8	2	5:7
12		1. FC Nürnberg	6	2	1	3	12:11	1	5:7
13		Bor. Mönchengladbach	6	1	3	2	13:14	-1	5:7
14		Borussia Neunkirchen	6	1	2	3	4:16	-12	4:8
15		Meidericher SV	6	1	1	4	11:13	-2	3:9
16		FC Schalke 04	6	0	2	4	4:11	-7	2:10
17		Karlsruher SC	6	0	2	4	6:18	-12	2:10
18		Tasmania 1900 Berlin	6	1	0	5	5:21	-16	2:10
