08/10/1966	15:00	TSV 1860 München	-	Borussia Dortmund	1:2 (1:0)	
	15:00	Werder Bremen	-	Bayern München	4:1 (2:0)	
	15:00	1. FC Köln	-	Hamburger SV	0:0 (0:0)	
	15:00	1. FC Nürnberg	-	Fortuna Düsseldorf	4:2 (2:1)	
	15:00	Eintracht Braunschweig	-	1. FC Kaiserslautern	2:0 (1:0)	
	15:00	Rot-Weiss Essen	-	Hannover 96	3:0 (2:0)	
	15:00	VfB Stuttgart	-	FC Schalke 04	1:1 (1:0)	
	15:00	Bor. Mönchengladbach	-	Karlsruher SC	3:1 (3:1)	
	15:00	Frankfurter SG Eintracht	-	Meidericher SV	1:0 (0:0)	
1		Eintracht Braunschweig	8	5	2	1	9:3	6	12:4
2		Frankfurter SG Eintracht	8	5	0	3	18:9	9	10:6
3		1. FC Nürnberg	8	5	0	3	12:7	5	10:6
4		1. FC Kaiserslautern	8	4	2	2	13:10	3	10:6
5		Bor. Mönchengladbach	8	3	3	2	15:10	5	9:7
6		Meidericher SV	8	3	3	2	8:7	1	9:7
7		Fortuna Düsseldorf	8	4	1	3	12:12	0	9:7
8		Hamburger SV	8	3	3	2	10:11	-1	9:7
9		Rot-Weiss Essen	8	3	2	3	13:12	1	8:8
10		1. FC Köln	8	3	2	3	7:8	-1	8:8
11		VfB Stuttgart	8	3	2	3	8:11	-3	8:8
12		FC Schalke 04	8	2	3	3	6:9	-3	7:9
		Hannover 96	8	2	3	3	6:9	-3	7:9
14		Borussia Dortmund	8	3	1	4	7:12	-5	7:9
15		Werder Bremen	8	3	0	5	12:12	0	6:10
16		Bayern München	8	2	2	4	13:14	-1	6:10
17		TSV 1860 München	8	2	1	5	11:14	-3	5:11
18		Karlsruher SC	8	1	2	5	8:18	-10	4:12
