21/09/2002	14:30	Hertha BSC	-	Hamburger SV	2:0 (0:0)	
	14:30	VfL Wolfsburg	-	1. FC Nürnberg	0:2 (0:0)	
	14:30	Bayern München	-	Energie Cottbus	3:1 (1:1)	
	14:30	Werder Bremen	-	Bayer Leverkusen	3:2 (3:2)	
	14:30	Hannover 96	-	VfL Bochum	2:2 (1:1)	
	14:30	Hansa Rostock	-	Borussia Dortmund	0:1 (0:1)	
	14:30	1. FC Kaiserslautern	-	TSV 1860 München	0:0 (0:0)	
22/09/2002	16:30	FC Schalke 04	-	Bor. Mönchengladbach	2:1 (2:1)	
	16:30	VfB Stuttgart	-	Arminia Bielefeld	3:0 (1:0)	
1		Bayern München	6	5	1	0	17:5	12	16
2		Hansa Rostock	6	4	0	2	10:4	6	12
3		FC Schalke 04	6	3	3	0	8:4	4	12
4		Werder Bremen	6	4	0	2	10:10	0	12
5		VfL Bochum	6	3	2	1	14:6	8	11
6		Borussia Dortmund	6	2	4	0	8:5	3	10
7		Hertha BSC	6	2	3	1	7:5	2	9
8		Bor. Mönchengladbach	6	2	2	2	7:5	2	8
9		TSV 1860 München	6	2	2	2	9:8	1	8
10		VfB Stuttgart	6	1	4	1	8:7	1	7
11		VfL Wolfsburg	6	2	1	3	5:7	-2	7
12		Arminia Bielefeld	6	2	1	3	7:11	-4	7
13		1. FC Nürnberg	6	2	0	4	8:12	-4	6
14		Hamburger SV	6	2	0	4	6:10	-4	6
15		Bayer Leverkusen	6	1	2	3	10:13	-3	5
16		Hannover 96	6	1	1	4	9:14	-5	4
17		Energie Cottbus	6	1	1	4	5:15	-10	4
18		1. FC Kaiserslautern	6	0	3	3	3:10	-7	3
