01/10/2010	19:30	Hannover 96	-	FC St. Pauli	0:1 (0:1)	
02/10/2010	14:30	Hamburger SV	-	1. FC Kaiserslautern	2:1 (0:1)	
	14:30	1. FSV Mainz 05	-	1899 Hoffenheim	4:2 (1:1)	
	14:30	Bor. Mönchengladbach	-	VfL Wolfsburg	1:1 (0:1)	
	14:30	SC Freiburg	-	1. FC Köln	3:2 (2:1)	
	14:30	1. FC Nürnberg	-	FC Schalke 04	2:1 (0:0)	
03/10/2010	14:30	VfB Stuttgart	-	Eintracht Frankfurt	1:2 (0:1)	
	16:30	Borussia Dortmund	-	Bayern München	2:0 (0:0)	
	16:45	Bayer Leverkusen	-	Werder Bremen	2:2 (1:0)	
1		1. FSV Mainz 05	7	7	0	0	18:7	11	21
2		Borussia Dortmund	7	6	0	1	18:5	13	18
3		Hannover 96	7	4	1	2	11:8	3	13
4		Bayer Leverkusen	7	3	3	1	15:12	3	12
5		SC Freiburg	7	4	0	3	11:11	0	12
6		1899 Hoffenheim	7	3	2	2	13:10	3	11
7		Hamburger SV	7	3	2	2	12:11	1	11
8		VfL Wolfsburg	7	3	1	3	12:11	1	10
9		FC St. Pauli	7	3	1	3	8:8	0	10
10		Eintracht Frankfurt	7	3	0	4	11:9	2	9
11		1. FC Nürnberg	7	2	3	2	7:8	-1	9
12		Bayern München	7	2	2	3	5:8	-3	8
13		Werder Bremen	7	2	2	3	11:16	-5	8
14		1. FC Kaiserslautern	7	2	1	4	9:13	-4	7
15		Bor. Mönchengladbach	7	1	3	3	11:20	-9	6
16		1. FC Köln	7	1	2	4	7:13	-6	5
17		FC Schalke 04	7	1	1	5	8:14	-6	4
18		VfB Stuttgart	7	1	0	6	12:15	-3	3
