30/08/1975	14:30	Rot-Weiss Essen	-	Bor. Mönchengladbach	1:3 (1:2)	
	14:30	Hertha BSC	-	Bayer 05 Uerdingen	5:0 (3:0)	
	14:30	VfL Bochum	-	Kickers Offenbach	5:1 (0:1)	
	14:30	Eintracht Frankfurt	-	FC Schalke 04	2:1 (1:1)	
	14:30	Bayern München	-	Fortuna Düsseldorf	5:0 (2:0)	
	14:30	MSV Duisburg	-	Hannover 96	4:3 (3:3)	
	14:30	Eintracht Braunschweig	-	Werder Bremen	3:2 (1:0)	
	14:30	Hamburger SV	-	1. FC Kaiserslautern	2:0 (1:0)	
	14:30	Karlsruher SC	-	1. FC Köln	3:1 (0:1)	
1		Bor. Mönchengladbach	5	3	2	0	12:4	8	8:2
2		Eintracht Braunschweig	5	3	2	0	11:5	6	8:2
3		Bayern München	5	3	1	1	13:4	9	7:3
4		Eintracht Frankfurt	5	3	1	1	8:6	2	7:3
5		Fortuna Düsseldorf	5	2	2	1	9:10	-1	6:4
6		Hamburger SV	5	2	1	2	8:5	3	5:5
7		Hertha BSC	5	2	1	2	12:10	2	5:5
8		Karlsruher SC	5	2	1	2	7:6	1	5:5
9		Rot-Weiss Essen	5	2	1	2	9:9	0	5:5
10		MSV Duisburg	5	2	1	2	13:15	-2	5:5
11		FC Schalke 04	5	1	2	2	8:8	0	4:6
12		VfL Bochum	5	1	2	2	6:6	0	4:6
13		Hannover 96	5	1	2	2	10:11	-1	4:6
14		Werder Bremen	5	2	0	3	9:11	-2	4:6
15		1. FC Köln	5	1	2	2	5:7	-2	4:6
16		1. FC Kaiserslautern	5	0	3	2	5:10	-5	3:7
17		Bayer 05 Uerdingen	5	1	1	3	4:11	-7	3:7
18		Kickers Offenbach	5	1	1	3	8:19	-11	3:7
