15/05/1981	19:00	Karlsruher SC	-	Bor. Mönchengladbach	3:4 (1:1)	
	19:00	MSV Duisburg	-	FC Schalke 04	5:1 (1:1)	
	19:00	1. FC Kaiserslautern	-	Borussia Dortmund	1:1 (0:1)	
16/05/1981	14:30	1. FC Köln	-	Bayern München	0:3 (0:2)	
	14:30	Hamburger SV	-	VfB Stuttgart	1:3 (0:2)	
	14:30	TSV 1860 München	-	SV Bayer 04 Leverkusen	1:0 (0:0)	
	14:30	VfL Bochum	-	Arminia Bielefeld	0:2 (0:1)	
	14:30	1. FC Nürnberg	-	Fortuna Düsseldorf	2:1 (0:0)	
	19:00	Eintracht Frankfurt	-	Bayer 05 Uerdingen	2:2 (1:1)	
1		Bayern München	31	19	9	3	74:38	36	47:15
2		Hamburger SV	31	20	5	6	70:41	29	45:17
3		VfB Stuttgart	31	17	7	7	65:42	23	41:21
4		1. FC Kaiserslautern	31	14	10	7	55:37	18	38:24
5		Eintracht Frankfurt	31	13	11	7	57:44	13	37:25
6		Bor. Mönchengladbach	31	13	7	11	57:59	-2	33:29
7		VfL Bochum	31	9	14	8	51:40	11	32:30
8		Borussia Dortmund	31	12	8	11	63:54	9	32:30
9		1. FC Köln	31	11	9	11	49:50	-1	31:31
10		MSV Duisburg	31	10	9	12	42:50	-8	29:33
11		Karlsruher SC	31	7	13	11	45:60	-15	27:35
12		SV Bayer 04 Leverkusen	31	8	9	14	45:50	-5	25:37
13		Fortuna Düsseldorf	31	9	7	15	53:59	-6	25:37
14		TSV 1860 München	31	9	6	16	46:58	-12	24:38
15		1. FC Nürnberg	31	10	4	17	43:55	-12	24:38
16		Arminia Bielefeld	31	9	6	16	44:61	-17	24:38
17		Bayer 05 Uerdingen	31	8	6	17	46:65	-19	22:40
18		FC Schalke 04	31	8	6	17	41:83	-42	22:40
