10/04/1992	19:00	Hansa Rostock	-	FC Schalke 04	2:0 (1:0)	
	19:00	Borussia Dortmund	-	Bayern München	3:0 (1:0)	
	19:00	Fortuna Düsseldorf	-	Stuttgarter Kickers	1:3 (1:2)	
11/04/1992	14:30	Karlsruher SC	-	VfL Bochum	1:1 (1:1)	
	14:30	Werder Bremen	-	Dynamo Dresden	2:0 (1:0)	
	14:30	VfB Stuttgart	-	1. FC Nürnberg	2:0 (2:0)	
	14:30	Bor. Mönchengladbach	-	Eintracht Frankfurt	1:1 (1:0)	
	14:30	SG Wattenscheid 09	-	Hamburger SV	1:1 (0:1)	
	14:30	Bayer Leverkusen	-	1. FC Kaiserslautern	3:0 (2:0)	
	14:30	MSV Duisburg	-	1. FC Köln	1:3 (0:0)	
