13/11/1982	14:30	SV Bayer 04 Leverkusen	-	1. FC Nürnberg	1:0 (1:0)	
	14:30	Karlsruher SC	-	Werder Bremen	1:2 (0:2)	
	14:30	Bor. Mönchengladbach	-	VfB Stuttgart	1:4 (1:2)	
	14:30	Hamburger SV	-	Hertha BSC	1:1 (0:0)	
	14:30	Bayern München	-	1. FC Köln	0:1 (0:0)	
	14:30	VfL Bochum	-	1. FC Kaiserslautern	1:1 (0:1)	
	14:30	Eintracht Frankfurt	-	Borussia Dortmund	3:1 (0:0)	
	14:30	Arminia Bielefeld	-	FC Schalke 04	3:2 (2:0)	
	14:30	Eintracht Braunschweig	-	Fortuna Düsseldorf	2:1 (2:0)	
1		Hamburger SV	13	7	6	0	31:12	19	20:6
2		Borussia Dortmund	13	8	3	2	33:15	18	19:7
3		Bayern München	13	7	4	2	28:8	20	18:8
4		1. FC Köln	13	8	2	3	26:15	11	18:8
5		VfB Stuttgart	13	7	3	3	32:19	13	17:9
6		Werder Bremen	13	6	3	4	21:16	5	15:11
7		Arminia Bielefeld	13	6	3	4	23:30	-7	15:11
8		1. FC Kaiserslautern	13	4	6	3	17:17	0	14:12
9		Eintracht Braunschweig	13	4	6	3	15:18	-3	14:12
10		1. FC Nürnberg	13	6	2	5	20:25	-5	14:12
11		Bor. Mönchengladbach	13	5	1	7	26:25	1	11:15
12		VfL Bochum	13	3	4	6	13:18	-5	10:16
13		Eintracht Frankfurt	13	4	1	8	17:18	-1	9:17
14		Hertha BSC	13	2	5	6	18:26	-8	9:17
15		Karlsruher SC	13	3	3	7	15:29	-14	9:17
16		FC Schalke 04	13	2	4	7	16:24	-8	8:18
17		Fortuna Düsseldorf	13	2	4	7	18:34	-16	8:18
18		SV Bayer 04 Leverkusen	13	2	2	9	7:27	-20	6:20
