07/09/1984	19:00	Karlsruher SC	-	Eintracht Frankfurt	2:2 (0:0)	
	19:00	Bayer Leverkusen	-	FC Schalke 04	2:2 (0:2)	
	19:00	Borussia Dortmund	-	Bor. Mönchengladbach	2:3 (1:2)	
08/09/1984	14:30	Werder Bremen	-	1. FC Köln	6:2 (1:1)	
	14:30	Arminia Bielefeld	-	VfB Stuttgart	2:7 (1:4)	
	14:30	Eintracht Braunschweig	-	Waldhof Mannheim	0:1 (0:1)	
	14:30	1. FC Kaiserslautern	-	Fortuna Düsseldorf	3:1 (0:1)	
	14:30	VfL Bochum	-	Hamburger SV	0:0 (0:0)	
	14:30	Bayer 05 Uerdingen	-	Bayern München	1:3 (1:1)	
1		Bayern München	3	3	0	0	10:4	6	6:0
2		Bor. Mönchengladbach	3	2	1	0	7:4	3	5:1
3		1. FC Kaiserslautern	3	2	1	0	6:3	3	5:1
4		VfB Stuttgart	3	2	0	1	14:5	9	4:2
5		Werder Bremen	3	2	0	1	9:6	3	4:2
6		Eintracht Frankfurt	3	1	2	0	7:5	2	4:2
7		Karlsruher SC	3	1	2	0	7:6	1	4:2
8		VfL Bochum	3	1	2	0	6:5	1	4:2
9		Hamburger SV	3	1	2	0	3:2	1	4:2
10		Waldhof Mannheim	3	1	1	1	4:4	0	3:3
11		Bayer Leverkusen	3	1	1	1	6:7	-1	3:3
12		1. FC Köln	3	1	1	1	6:8	-2	3:3
13		Bayer 05 Uerdingen	3	1	0	2	3:5	-2	2:4
14		Fortuna Düsseldorf	3	0	1	2	6:9	-3	1:5
15		FC Schalke 04	3	0	1	2	5:8	-3	1:5
16		Arminia Bielefeld	3	0	1	2	4:11	-7	1:5
17		Borussia Dortmund	3	0	0	3	4:7	-3	0:6
18		Eintracht Braunschweig	3	0	0	3	2:10	-8	0:6
