05/11/1982	19:00	Bor. Mönchengladbach	-	Eintracht Braunschweig	3:0 (2:0)	
	19:00	FC Schalke 04	-	SV Bayer 04 Leverkusen	2:0 (0:0)	
06/11/1982	14:30	1. FC Köln	-	VfL Bochum	4:1 (0:0)	
	14:30	VfB Stuttgart	-	Hamburger SV	1:2 (0:2)	
	14:30	Werder Bremen	-	Fortuna Düsseldorf	2:2 (1:1)	
	14:30	1. FC Nürnberg	-	Karlsruher SC	3:1 (0:1)	
	14:30	Borussia Dortmund	-	Arminia Bielefeld	11:1 (1:1)	
	14:30	1. FC Kaiserslautern	-	Eintracht Frankfurt	3:0 (1:0)	
	14:30	Hertha BSC	-	Bayern München	1:3 (0:2)	
1		Borussia Dortmund	12	8	3	1	32:12	20	19:5
2		Hamburger SV	12	7	5	0	30:11	19	19:5
3		Bayern München	12	7	4	1	28:7	21	18:6
4		1. FC Köln	12	7	2	3	25:15	10	16:8
5		VfB Stuttgart	12	6	3	3	28:18	10	15:9
6		1. FC Nürnberg	12	6	2	4	20:24	-4	14:10
7		Werder Bremen	12	5	3	4	19:15	4	13:11
8		1. FC Kaiserslautern	12	4	5	3	16:16	0	13:11
9		Arminia Bielefeld	12	5	3	4	20:28	-8	13:11
10		Eintracht Braunschweig	12	3	6	3	13:17	-4	12:12
11		Bor. Mönchengladbach	12	5	1	6	25:21	4	11:13
12		VfL Bochum	12	3	3	6	12:17	-5	9:15
13		Karlsruher SC	12	3	3	6	14:27	-13	9:15
14		FC Schalke 04	12	2	4	6	14:21	-7	8:16
15		Hertha BSC	12	2	4	6	17:25	-8	8:16
16		Fortuna Düsseldorf	12	2	4	6	17:32	-15	8:16
17		Eintracht Frankfurt	12	3	1	8	14:17	-3	7:17
18		SV Bayer 04 Leverkusen	12	1	2	9	6:27	-21	4:20
