18/12/2001	19:00	Hamburger SV	-	Energie Cottbus	5:2 (0:1)	
	19:00	Werder Bremen	-	SC Freiburg	3:2 (1:1)	
	19:00	1. FC Nürnberg	-	Borussia Dortmund	2:2 (0:0)	
	19:00	Hertha BSC	-	FC St. Pauli	2:2 (0:0)	
	19:00	Bayern München	-	Bor. Mönchengladbach	0:0 (0:0)	
19/12/2001	19:00	1. FC Kaiserslautern	-	TSV 1860 München	1:3 (0:0)	
	19:00	1. FC Köln	-	VfB Stuttgart	0:0 (0:0)	
	19:00	VfL Wolfsburg	-	Bayer Leverkusen	3:1 (1:0)	
	19:00	Hansa Rostock	-	FC Schalke 04	1:3 (0:2)	
1		Bayer Leverkusen	18	12	3	3	44:24	20	39
2		Borussia Dortmund	18	12	3	3	30:12	18	39
3		Werder Bremen	18	11	3	4	31:19	12	36
4		1. FC Kaiserslautern	18	11	2	5	38:25	13	35
5		Bayern München	18	10	4	4	34:11	23	34
6		Hertha BSC	18	9	5	4	29:22	7	32
7		FC Schalke 04	18	8	5	5	23:21	2	29
8		TSV 1860 München	18	8	3	7	26:30	-4	27
9		VfL Wolfsburg	18	7	4	7	32:26	6	25
10		VfB Stuttgart	18	6	7	5	20:18	2	25
11		Hamburger SV	18	5	5	8	25:29	-4	20
12		Hansa Rostock	18	5	4	9	17:25	-8	19
13		SC Freiburg	18	4	6	8	22:30	-8	18
14		Bor. Mönchengladbach	18	3	8	7	19:26	-7	17
15		1. FC Köln	18	3	5	10	11:28	-17	14
16		Energie Cottbus	18	3	5	10	15:33	-18	14
17		1. FC Nürnberg	18	3	4	11	14:33	-19	13
18		FC St. Pauli	18	1	6	11	18:36	-18	9
