23/08/2013	19:30	Borussia Dortmund	-	Werder Bremen	1:0 (0:0)	
24/08/2013	14:30	Bayern München	-	1. FC Nürnberg	2:0 (0:0)	
	14:30	Bayer Leverkusen	-	Bor. Mönchengladbach	4:2 (2:0)	
	14:30	Hannover 96	-	FC Schalke 04	2:1 (2:0)	
	14:30	1899 Hoffenheim	-	SC Freiburg	3:3 (2:2)	
	14:30	1. FSV Mainz 05	-	VfL Wolfsburg	2:0 (0:0)	
	17:30	Hertha BSC	-	Hamburger SV	1:0 (0:0)	
25/08/2013	14:30	Eintracht Braunschweig	-	Eintracht Frankfurt	0:2 (0:0)	
	16:30	FC Augsburg	-	VfB Stuttgart	2:1 (2:1)	
1		Borussia Dortmund	3	3	0	0	7:1	6	9
2		Bayer Leverkusen	3	3	0	0	8:3	5	9
3		Bayern München	3	3	0	0	6:1	5	9
4		1. FSV Mainz 05	3	3	0	0	7:3	4	9
5		Hertha BSC	3	2	1	0	9:3	6	7
6		Werder Bremen	3	2	0	1	2:1	1	6
7		Hannover 96	3	2	0	1	4:4	0	6
8		1899 Hoffenheim	3	1	2	0	10:6	4	5
9		VfL Wolfsburg	3	1	0	2	4:4	0	3
10		Bor. Mönchengladbach	3	1	0	2	6:7	-1	3
11		Eintracht Frankfurt	3	1	0	2	3:7	-4	3
12		FC Augsburg	3	1	0	2	2:6	-4	3
13		1. FC Nürnberg	3	0	2	1	4:6	-2	2
14		SC Freiburg	3	0	1	2	5:8	-3	1
15		FC Schalke 04	3	0	1	2	4:9	-5	1
		Hamburger SV	3	0	1	2	4:9	-5	1
17		VfB Stuttgart	3	0	0	3	3:6	-3	0
18		Eintracht Braunschweig	3	0	0	3	1:5	-4	0
