06/11/2020	19:30	Werder Bremen	-	1. FC Köln	1:1 (0:0)	
07/11/2020	14:30	RB Leipzig	-	SC Freiburg	3:0 (1:0)	
	14:30	1. FC Union Berlin	-	Arminia Bielefeld	5:0 (3:0)	
	14:30	1. FSV Mainz 05	-	FC Schalke 04	2:2 (2:1)	
	14:30	FC Augsburg	-	Hertha BSC	0:3 (0:1)	
	14:30	VfB Stuttgart	-	Eintracht Frankfurt	2:2 (2:0)	
	17:30	Borussia Dortmund	-	Bayern München	2:3 (1:1)	
08/11/2020	14:30	VfL Wolfsburg	-	1899 Hoffenheim	2:1 (2:0)	
	17:00	Bayer Leverkusen	-	Bor. Mönchengladbach	4:3 (2:2)	
1		Bayern München	7	6	0	1	27:11	16	18
2		RB Leipzig	7	5	1	1	15:4	11	16
3		Borussia Dortmund	7	5	0	2	15:5	10	15
4		Bayer Leverkusen	7	4	3	0	14:8	6	15
5		1. FC Union Berlin	7	3	3	1	16:7	9	12
6		VfL Wolfsburg	7	2	5	0	7:5	2	11
7		Bor. Mönchengladbach	7	3	2	2	12:12	0	11
8		VfB Stuttgart	7	2	4	1	13:9	4	10
9		Werder Bremen	7	2	4	1	9:9	0	10
10		FC Augsburg	7	3	1	3	9:10	-1	10
11		Eintracht Frankfurt	7	2	4	1	10:12	-2	10
12		Hertha BSC	7	2	1	4	13:13	0	7
13		1899 Hoffenheim	7	2	1	4	11:12	-1	7
14		SC Freiburg	7	1	3	3	8:16	-8	6
15		Arminia Bielefeld	7	1	1	5	4:15	-11	4
16		1. FC Köln	7	0	3	4	7:12	-5	3
17		FC Schalke 04	7	0	3	4	5:22	-17	3
18		1. FSV Mainz 05	7	0	1	6	7:20	-13	1
