29/11/1991	19:00	Borussia Dortmund	-	Karlsruher SC	1:0 (1:0)	
	19:00	Bor. Mönchengladbach	-	Bayer Leverkusen	2:2 (0:1)	
	19:00	SG Wattenscheid 09	-	Stuttgarter Kickers	4:1 (0:1)	
30/11/1991	14:30	1. FC Köln	-	VfL Bochum	1:0 (1:0)	
	14:30	1. FC Kaiserslautern	-	Dynamo Dresden	4:1 (2:1)	
	14:30	Hamburger SV	-	FC Schalke 04	2:1 (0:0)	
	14:30	Eintracht Frankfurt	-	Fortuna Düsseldorf	1:1 (0:0)	
	14:30	1. FC Nürnberg	-	Hansa Rostock	0:0 (0:0)	
	14:30	Bayern München	-	Werder Bremen	3:4 (0:2)	
	14:30	VfB Stuttgart	-	MSV Duisburg	2:0 (1:0)	
