03/04/1992	19:00	1. FC Nürnberg	-	Borussia Dortmund	2:1 (2:1)	
	19:00	Dynamo Dresden	-	Karlsruher SC	2:0 (0:0)	
	19:00	VfL Bochum	-	MSV Duisburg	2:1 (2:0)	
04/04/1992	14:30	1. FC Kaiserslautern	-	SG Wattenscheid 09	3:2 (3:1)	
	14:30	Hamburger SV	-	Bor. Mönchengladbach	1:0 (1:0)	
	14:30	Stuttgarter Kickers	-	Bayern München	2:4 (1:2)	
	14:30	Fortuna Düsseldorf	-	Hansa Rostock	0:0 (0:0)	
	14:30	FC Schalke 04	-	Werder Bremen	0:0 (0:0)	
	14:30	1. FC Köln	-	Bayer Leverkusen	1:1 (1:0)	
	14:30	Eintracht Frankfurt	-	VfB Stuttgart	1:1 (0:1)	
