15/11/1991	18:30	MSV Duisburg	-	Bayern München	1:1 (1:0)	
	19:00	SG Wattenscheid 09	-	VfB Stuttgart	1:3 (0:3)	
	19:00	Werder Bremen	-	Eintracht Frankfurt	1:0 (0:0)	
16/11/1991	14:30	Dynamo Dresden	-	VfL Bochum	0:0 (0:0)	
	14:30	FC Schalke 04	-	1. FC Köln	3:0 (1:0)	
	14:30	Fortuna Düsseldorf	-	1. FC Kaiserslautern	1:0 (0:0)	
	14:30	Hansa Rostock	-	Hamburger SV	1:2 (0:1)	
	14:30	Karlsruher SC	-	1. FC Nürnberg	1:0 (0:0)	
	14:30	Bayer Leverkusen	-	Borussia Dortmund	0:2 (0:0)	
	14:30	Stuttgarter Kickers	-	Bor. Mönchengladbach	3:0 (1:0)	
