03/10/2014	19:30	Hertha BSC	-	VfB Stuttgart	3:2 (1:1)	
04/10/2014	14:30	Bayern München	-	Hannover 96	4:0 (3:0)	
	14:30	Borussia Dortmund	-	Hamburger SV	0:1 (0:1)	
	14:30	Bayer Leverkusen	-	SC Paderborn 07	2:2 (1:1)	
	14:30	1899 Hoffenheim	-	FC Schalke 04	2:1 (2:0)	
	14:30	Werder Bremen	-	SC Freiburg	1:1 (1:1)	
	17:30	Eintracht Frankfurt	-	1. FC Köln	3:2 (1:1)	
05/10/2014	14:30	VfL Wolfsburg	-	FC Augsburg	1:0 (0:0)	
	16:30	Bor. Mönchengladbach	-	1. FSV Mainz 05	1:1 (1:1)	
1		Bayern München	7	5	2	0	15:2	13	17
2		1899 Hoffenheim	7	3	4	0	11:6	5	13
3		Bor. Mönchengladbach	7	3	4	0	9:4	5	13
4		Bayer Leverkusen	7	3	3	1	13:11	2	12
5		Eintracht Frankfurt	7	3	3	1	12:10	2	12
6		1. FSV Mainz 05	7	2	5	0	10:6	4	11
7		VfL Wolfsburg	7	3	2	2	11:8	3	11
8		Hannover 96	7	3	1	3	5:8	-3	10
9		SC Paderborn 07	7	2	3	2	10:10	0	9
10		FC Augsburg	7	3	0	4	8:9	-1	9
11		FC Schalke 04	7	2	2	3	11:12	-1	8
12		Hertha BSC	7	2	2	3	11:14	-3	8
13		Borussia Dortmund	7	2	1	4	9:12	-3	7
14		1. FC Köln	7	1	3	3	4:6	-2	6
15		SC Freiburg	7	0	5	2	7:10	-3	5
16		VfB Stuttgart	7	1	2	4	6:12	-6	5
17		Hamburger SV	7	1	2	4	2:8	-6	5
18		Werder Bremen	7	0	4	3	10:16	-6	4
