31/10/2014	19:30	FC Schalke 04	-	FC Augsburg	1:0 (1:0)	
01/11/2014	14:30	1. FSV Mainz 05	-	Werder Bremen	1:2 (1:1)	
	14:30	Hannover 96	-	Eintracht Frankfurt	1:0 (0:0)	
	14:30	VfB Stuttgart	-	VfL Wolfsburg	0:4 (0:2)	
	14:30	Hamburger SV	-	Bayer Leverkusen	1:0 (1:0)	
	17:30	Bayern München	-	Borussia Dortmund	2:1 (0:1)	
02/11/2014	14:30	Bor. Mönchengladbach	-	1899 Hoffenheim	3:1 (2:1)	
	16:30	1. FC Köln	-	SC Freiburg	0:1 (0:0)	
	16:30	SC Paderborn 07	-	Hertha BSC	3:1 (1:1)	
1		Bayern München	10	7	3	0	23:3	20	24
2		VfL Wolfsburg	10	6	2	2	20:9	11	20
3		Bor. Mönchengladbach	10	5	5	0	15:5	10	20
4		1899 Hoffenheim	10	4	5	1	14:10	4	17
5		Bayer Leverkusen	10	4	4	2	17:15	2	16
6		Hannover 96	10	5	1	4	7:11	-4	16
7		SC Paderborn 07	10	4	3	3	16:13	3	15
8		FC Schalke 04	10	4	2	4	14:13	1	14
9		1. FSV Mainz 05	10	3	5	2	13:12	1	14
10		FC Augsburg	10	4	0	6	11:12	-1	12
11		1. FC Köln	10	3	3	4	7:8	-1	12
12		Eintracht Frankfurt	10	3	3	4	17:19	-2	12
13		Hertha BSC	10	3	2	5	15:19	-4	11
14		Hamburger SV	10	2	3	5	4:12	-8	9
15		VfB Stuttgart	10	2	3	5	14:23	-9	9
16		SC Freiburg	10	1	5	4	9:14	-5	8
17		Borussia Dortmund	10	2	1	7	11:17	-6	7
18		Werder Bremen	10	1	4	5	12:24	-12	7
