02/04/1971	19:00	Arminia Bielefeld	-	Rot-Weiß Oberhausen	2:1 (1:0)	
	19:00	Hamburger SV	-	1. FC Köln	2:0 (1:0)	
03/04/1971	14:30	Rot-Weiss Essen	-	MSV Duisburg	1:1 (1:1)	
	14:30	Borussia Dortmund	-	VfB Stuttgart	3:1 (1:1)	
	14:30	Bor. Mönchengladbach	-	Werder Bremen	0:2 (1:1) dec.	
	14:30	Hannover 96	-	FC Schalke 04	3:0 (1:0)	
	14:30	1. FC Kaiserslautern	-	Bayern München	2:1 (0:0)	
	14:30	Eintracht Frankfurt	-	Eintracht Braunschweig	5:2 (3:1)	
	14:30	Hertha BSC	-	Kickers Offenbach	3:1 (3:1)	
1		Bor. Mönchengladbach	27	15	8	4	58:26	32	38:16
2		Bayern München	27	14	9	4	54:29	25	37:17
3		Eintracht Braunschweig	27	14	5	8	45:28	17	33:21
4		FC Schalke 04	27	14	5	8	38:26	12	33:21
5		Hertha BSC	27	12	8	7	44:33	11	32:22
6		1. FC Köln	27	10	10	7	37:37	0	30:24
7		Werder Bremen	27	9	10	8	31:30	1	28:26
8		MSV Duisburg	27	9	9	9	29:36	-7	27:27
9		Hamburger SV	27	9	9	9	42:54	-12	27:27
10		1. FC Kaiserslautern	27	11	4	12	43:47	-4	26:28
11		VfB Stuttgart	27	9	7	11	40:42	-2	25:29
12		Borussia Dortmund	27	9	7	11	38:42	-4	25:29
13		Hannover 96	27	9	6	12	40:39	1	24:30
14		Rot-Weiss Essen	27	7	9	11	37:40	-3	23:31
15		Arminia Bielefeld	27	8	5	14	28:44	-16	21:33
16		Eintracht Frankfurt	27	7	6	14	27:41	-14	20:34
17		Kickers Offenbach	27	6	7	14	37:52	-15	19:35
18		Rot-Weiß Oberhausen	27	5	8	14	34:56	-22	18:36
