15/10/2021	19:30	1899 Hoffenheim	-	1. FC Köln	5:0 (1:0)	
16/10/2021	14:30	Borussia Dortmund	-	1. FSV Mainz 05	3:1 (1:0)	
	14:30	Eintracht Frankfurt	-	Hertha BSC	1:2 (0:1)	
	14:30	1. FC Union Berlin	-	VfL Wolfsburg	2:0 (0:0)	
	14:30	SC Freiburg	-	RB Leipzig	1:1 (0:1)	
	14:30	SpVgg Greuther Fürth	-	VfL Bochum	0:1 (0:0)	
	17:30	Bor. Mönchengladbach	-	VfB Stuttgart	1:1 (1:1)	
17/10/2021	14:30	Bayer Leverkusen	-	Bayern München	1:5 (0:5)	
	16:30	FC Augsburg	-	Arminia Bielefeld	1:1 (1:0)	
1		Bayern München	8	6	1	1	29:8	21	19
2		Borussia Dortmund	8	6	0	2	22:14	8	18
3		Bayer Leverkusen	8	5	1	2	21:12	9	16
4		SC Freiburg	8	4	4	0	12:6	6	16
5		1. FC Union Berlin	8	4	3	1	12:9	3	15
6		VfL Wolfsburg	8	4	1	3	9:10	-1	13
7		1. FC Köln	8	3	3	2	13:14	-1	12
8		RB Leipzig	8	3	2	3	16:8	8	11
9		1899 Hoffenheim	8	3	2	3	17:11	6	11
10		Bor. Mönchengladbach	8	3	2	3	10:11	-1	11
11		1. FSV Mainz 05	8	3	1	4	8:8	0	10
12		VfB Stuttgart	8	2	3	3	13:14	-1	9
13		Hertha BSC	8	3	0	5	10:21	-11	9
14		Eintracht Frankfurt	8	1	5	2	9:12	-3	8
15		VfL Bochum	8	2	1	5	5:16	-11	7
16		FC Augsburg	8	1	3	4	4:14	-10	6
17		Arminia Bielefeld	8	0	5	3	4:11	-7	5
18		SpVgg Greuther Fürth	8	0	1	7	5:20	-15	1
