14/09/2002	14:30	Energie Cottbus	-	Werder Bremen	0:1 (0:0)	
	14:30	1. FC Nürnberg	-	Bayern München	1:2 (1:1)	
	14:30	TSV 1860 München	-	VfL Wolfsburg	2:2 (0:0)	
	14:30	Arminia Bielefeld	-	Hertha BSC	0:1 (0:0)	
	14:30	Bor. Mönchengladbach	-	VfB Stuttgart	1:1 (0:0)	
	14:30	Bayer Leverkusen	-	Hannover 96	1:3 (1:1)	
	14:30	Borussia Dortmund	-	FC Schalke 04	1:1 (0:0)	
15/09/2002	16:30	Hamburger SV	-	1. FC Kaiserslautern	2:0 (0:0)	
	16:30	VfL Bochum	-	Hansa Rostock	0:1 (0:1)	
1		Bayern München	5	4	1	0	14:4	10	13
2		Hansa Rostock	5	4	0	1	10:3	7	12
3		VfL Bochum	5	3	1	1	12:4	8	10
4		FC Schalke 04	5	2	3	0	6:3	3	9
5		Werder Bremen	5	3	0	2	7:8	-1	9
6		Bor. Mönchengladbach	5	2	2	1	6:3	3	8
7		Borussia Dortmund	5	1	4	0	7:5	2	7
8		TSV 1860 München	5	2	1	2	9:8	1	7
9		VfL Wolfsburg	5	2	1	2	5:5	0	7
10		Arminia Bielefeld	5	2	1	2	7:8	-1	7
11		Hertha BSC	5	1	3	1	5:5	0	6
12		Hamburger SV	5	2	0	3	6:8	-2	6
13		Bayer Leverkusen	5	1	2	2	8:10	-2	5
14		VfB Stuttgart	5	0	4	1	5:7	-2	4
15		Energie Cottbus	5	1	1	3	4:12	-8	4
16		Hannover 96	5	1	0	4	7:12	-5	3
17		1. FC Nürnberg	5	1	0	4	6:12	-6	3
18		1. FC Kaiserslautern	5	0	2	3	3:10	-7	2
