05/09/1981	14:30	Arminia Bielefeld	-	Eintracht Braunschweig	2:1 (2:0)	
	14:30	Bor. Mönchengladbach	-	1. FC Kaiserslautern	2:2 (2:1)	
	14:30	VfB Stuttgart	-	Borussia Dortmund	0:2 (0:1)	
	14:30	MSV Duisburg	-	1. FC Nürnberg	3:2 (3:1)	
	14:30	Hamburger SV	-	1. FC Köln	3:1 (0:0)	
	14:30	SV Darmstadt 98	-	Werder Bremen	1:1 (0:0)	
	14:30	SV Bayer 04 Leverkusen	-	Fortuna Düsseldorf	1:1 (0:0)	
	14:30	VfL Bochum	-	Eintracht Frankfurt	3:2 (2:1)	
08/09/1981	19:00	Bayern München	-	Karlsruher SC	4:1 (1:0)	
1		Bayern München	5	5	0	0	17:6	11	10:0
2		Hamburger SV	5	3	2	0	13:6	7	8:2
3		VfL Bochum	5	4	0	1	11:5	6	8:2
4		VfB Stuttgart	5	3	0	2	9:7	2	6:4
5		Bor. Mönchengladbach	5	2	2	1	9:8	1	6:4
6		1. FC Köln	5	3	0	2	8:7	1	6:4
7		Werder Bremen	5	2	2	1	7:6	1	6:4
8		Eintracht Frankfurt	5	2	1	2	9:8	1	5:5
		MSV Duisburg	5	2	1	2	9:8	1	5:5
10		Borussia Dortmund	5	2	1	2	6:6	0	5:5
11		1. FC Kaiserslautern	5	1	3	1	9:10	-1	5:5
12		SV Darmstadt 98	5	1	2	2	7:7	0	4:6
13		Arminia Bielefeld	5	1	2	2	5:6	-1	4:6
14		Karlsruher SC	5	1	2	2	6:10	-4	4:6
15		SV Bayer 04 Leverkusen	5	1	2	2	6:12	-6	4:6
16		Fortuna Düsseldorf	5	0	2	3	5:9	-4	2:8
17		Eintracht Braunschweig	5	1	0	4	5:10	-5	2:8
18		1. FC Nürnberg	5	0	0	5	4:14	-10	0:10
