16/12/2003	19:00	Eintracht Frankfurt	-	Hamburger SV	2:3 (0:1)	
	19:00	SC Freiburg	-	Bayern München	0:6 (0:3)	
	19:00	Werder Bremen	-	Hansa Rostock	3:0 (1:0)	
	19:00	1. FC Köln	-	Hertha BSC	3:0 (0:0)	
17/12/2003	19:00	Hannover 96	-	VfL Bochum	2:2 (1:0)	
	19:00	VfB Stuttgart	-	Bayer Leverkusen	2:3 (0:2)	
	19:00	TSV 1860 München	-	Bor. Mönchengladbach	1:2 (0:1)	
	19:00	Borussia Dortmund	-	1. FC Kaiserslautern	1:1 (1:0)	
	19:00	FC Schalke 04	-	VfL Wolfsburg	1:1 (1:1)	
1		Werder Bremen	17	12	3	2	45:20	25	39
2		Bayern München	17	10	5	2	40:19	21	35
3		Bayer Leverkusen	17	10	5	2	34:17	17	35
4		VfB Stuttgart	17	10	5	2	24:7	17	35
5		VfL Bochum	17	7	5	5	30:22	8	26
6		Borussia Dortmund	17	7	4	6	29:25	4	25
7		VfL Wolfsburg	17	8	1	8	35:32	3	25
8		FC Schalke 04	17	6	6	5	23:23	0	24
9		Hamburger SV	17	6	5	6	23:29	-6	23
10		SC Freiburg	17	6	3	8	24:37	-13	21
11		Hannover 96	17	5	5	7	30:37	-7	20
12		Hansa Rostock	17	5	4	8	24:27	-3	19
13		Bor. Mönchengladbach	17	5	4	8	18:24	-6	19
14		TSV 1860 München	17	5	4	8	18:26	-8	19
15		1. FC Kaiserslautern	17	5	3	9	20:31	-11	15
16		1. FC Köln	17	3	4	10	15:26	-11	13
17		Hertha BSC	17	2	7	8	15:33	-18	13
18		Eintracht Frankfurt	17	3	3	11	16:28	-12	12
