14/10/1978	14:30	FC Schalke 04	-	1. FC Köln	1:1 (0:0)	
	14:30	MSV Duisburg	-	SV Darmstadt 98	4:4 (1:2)	
	14:30	Borussia Dortmund	-	1. FC Kaiserslautern	2:3 (1:1)	
	14:30	Hamburger SV	-	1. FC Nürnberg	4:1 (1:0)	
	14:30	Bor. Mönchengladbach	-	Werder Bremen	4:0 (1:0)	
	14:30	Bayern München	-	VfL Bochum	2:1 (1:1)	
	14:30	Arminia Bielefeld	-	VfB Stuttgart	1:1 (1:1)	
	14:30	Eintracht Frankfurt	-	Hertha BSC	2:2 (1:1)	
	14:30	Eintracht Braunschweig	-	Fortuna Düsseldorf	1:1 (0:1)	
1		1. FC Kaiserslautern	9	5	4	0	21:9	12	14:4
2		Bayern München	9	6	1	2	24:10	14	13:5
3		Hamburger SV	9	5	2	2	19:9	10	12:6
4		VfB Stuttgart	9	5	1	3	18:15	3	11:7
5		Eintracht Frankfurt	9	5	1	3	16:15	1	11:7
6		Eintracht Braunschweig	9	4	3	2	16:16	0	11:7
7		Fortuna Düsseldorf	9	3	4	2	20:15	5	10:8
8		FC Schalke 04	9	3	4	2	16:12	4	10:8
9		VfL Bochum	9	3	3	3	15:13	2	9:9
10		1. FC Köln	9	2	5	2	11:11	0	9:9
11		Bor. Mönchengladbach	9	3	2	4	16:14	2	8:10
12		Borussia Dortmund	9	3	2	4	13:19	-6	8:10
13		Hertha BSC	9	2	3	4	15:16	-1	7:11
14		MSV Duisburg	9	2	3	4	16:24	-8	7:11
15		Werder Bremen	9	2	2	5	10:17	-7	6:12
16		1. FC Nürnberg	9	3	0	6	10:23	-13	6:12
17		Arminia Bielefeld	9	1	3	5	9:17	-8	5:13
18		SV Darmstadt 98	9	1	3	5	15:25	-10	5:13
