21/09/1994	19:15	TSV 1860 München	-	Bayern München	1:3 (0:1)	
23/09/1994	18:30	MSV Duisburg	-	Werder Bremen	0:2 (0:1)	
	19:00	Eintracht Frankfurt	-	Bayer 05 Uerdingen	0:3 (0:2)	
24/09/1994	14:30	1. FC Kaiserslautern	-	FC Schalke 04	3:1 (1:1)	
	14:30	Hamburger SV	-	Dynamo Dresden	2:1 (0:0)	
	14:30	Bor. Mönchengladbach	-	VfL Bochum	7:1 (4:0)	
	14:30	SC Freiburg	-	Bayer Leverkusen	1:1 (1:1)	
	14:30	Borussia Dortmund	-	VfB Stuttgart	5:0 (3:0)	
	14:30	1. FC Köln	-	Karlsruher SC	3:4 (2:2)	
1		Werder Bremen	6	5	1	0	13:4	9	11:1
2		Borussia Dortmund	6	4	1	1	20:8	12	9:3
3		Karlsruher SC	6	4	1	1	16:10	6	9:3
4		Bayern München	6	4	1	1	14:8	6	9:3
5		1. FC Kaiserslautern	6	4	1	1	12:7	5	9:3
6		Hamburger SV	6	3	2	1	8:5	3	8:4
7		SC Freiburg	6	3	1	2	13:9	4	7:5
8		VfB Stuttgart	6	3	1	2	12:12	0	7:5
9		Bayer Leverkusen	6	2	2	2	12:8	4	6:6
		Bor. Mönchengladbach	6	2	2	2	12:8	4	6:6
11		FC Schalke 04	6	2	2	2	8:8	0	6:6
12		Bayer 05 Uerdingen	6	1	3	2	6:7	-1	5:7
13		1. FC Köln	6	1	2	3	9:15	-6	4:8
14		Eintracht Frankfurt	6	1	2	3	6:13	-7	4:8
15		Dynamo Dresden	6	1	1	4	7:12	-5	3:9
16		MSV Duisburg	6	0	2	4	6:16	-10	2:10
17		VfL Bochum	6	1	0	5	6:19	-13	2:10
18		TSV 1860 München	6	0	1	5	3:14	-11	1:11
