17/10/1986	18:30	Bayer Leverkusen	-	Eintracht Frankfurt	2:0 (0:0)	
	19:00	Borussia Dortmund	-	1. FC Nürnberg	2:2 (2:0)	
18/10/1986	14:30	FC 08 Homburg	-	Werder Bremen	0:1 (0:1)	
	14:30	Waldhof Mannheim	-	VfL Bochum	0:0 (0:0)	
	14:30	Fortuna Düsseldorf	-	1. FC Köln	0:4 (0:2)	
	14:30	FC Schalke 04	-	Hamburger SV	1:1 (0:1)	
	14:30	VfB Stuttgart	-	1. FC Kaiserslautern	1:1 (0:0)	
	14:30	Bayer 05 Uerdingen	-	Bor. Mönchengladbach	1:1 (0:0)	
	14:30	Blau-Weiß 90 Berlin	-	Bayern München	1:1 (0:1)	
1		Bayern München	11	6	5	0	22:10	12	17:5
2		Bayer Leverkusen	11	7	1	3	25:10	15	15:7
3		Hamburger SV	11	6	3	2	20:10	10	15:7
4		Werder Bremen	11	6	3	2	21:17	4	15:7
5		VfB Stuttgart	11	4	5	2	20:11	9	13:9
6		1. FC Kaiserslautern	11	4	5	2	18:12	6	13:9
7		Bayer 05 Uerdingen	11	4	4	3	16:14	2	12:10
8		VfL Bochum	11	3	6	2	15:14	1	12:10
9		FC Schalke 04	11	5	2	4	21:22	-1	12:10
10		Borussia Dortmund	11	4	3	4	25:15	10	11:11
11		Eintracht Frankfurt	11	2	6	3	13:13	0	10:12
12		1. FC Köln	11	4	2	5	16:17	-1	10:12
13		Waldhof Mannheim	11	3	4	4	16:19	-3	10:12
14		Bor. Mönchengladbach	11	2	5	4	16:17	-1	9:13
15		1. FC Nürnberg	11	1	5	5	14:21	-7	7:15
16		FC 08 Homburg	11	2	2	7	8:24	-16	6:16
17		Blau-Weiß 90 Berlin	11	1	4	6	11:29	-18	6:16
18		Fortuna Düsseldorf	11	2	1	8	11:33	-22	5:17
