23/10/2020	19:30	VfB Stuttgart	-	1. FC Köln	1:1 (1:1)	
24/10/2020	14:30	Bayern München	-	Eintracht Frankfurt	5:0 (2:0)	
	14:30	RB Leipzig	-	Hertha BSC	2:1 (1:1)	
	14:30	1. FC Union Berlin	-	SC Freiburg	1:1 (1:1)	
	14:30	1. FSV Mainz 05	-	Bor. Mönchengladbach	2:3 (2:1)	
	17:30	Borussia Dortmund	-	FC Schalke 04	3:0 (0:0)	
25/10/2020	14:30	VfL Wolfsburg	-	Arminia Bielefeld	2:1 (2:0)	
	17:00	Werder Bremen	-	1899 Hoffenheim	1:1 (1:1)	
26/10/2020	19:30	Bayer Leverkusen	-	FC Augsburg	3:1 (1:0)	
1		RB Leipzig	5	4	1	0	12:3	9	13
2		Bayern München	5	4	0	1	22:8	14	12
3		Borussia Dortmund	5	4	0	1	11:2	9	12
4		Bayer Leverkusen	5	2	3	0	6:3	3	9
5		VfB Stuttgart	5	2	2	1	10:6	4	8
6		Bor. Mönchengladbach	5	2	2	1	8:8	0	8
7		Werder Bremen	5	2	2	1	7:7	0	8
8		Eintracht Frankfurt	5	2	2	1	7:9	-2	8
9		1899 Hoffenheim	5	2	1	2	9:7	2	7
10		VfL Wolfsburg	5	1	4	0	4:3	1	7
11		FC Augsburg	5	2	1	2	6:6	0	7
12		1. FC Union Berlin	5	1	3	1	8:6	2	6
13		SC Freiburg	5	1	3	1	6:9	-3	6
14		Arminia Bielefeld	5	1	1	3	4:8	-4	4
15		Hertha BSC	5	1	0	4	9:12	-3	3
16		1. FC Köln	5	0	2	3	5:9	-4	2
17		FC Schalke 04	5	0	1	4	2:19	-17	1
18		1. FSV Mainz 05	5	0	0	5	4:15	-11	0
