05/10/2018	19:30	Werder Bremen	-	VfL Wolfsburg	2:0 (1:0)	
06/10/2018	14:30	Borussia Dortmund	-	FC Augsburg	4:3 (0:1)	
	14:30	Hannover 96	-	VfB Stuttgart	3:1 (2:0)	
	14:30	1. FSV Mainz 05	-	Hertha BSC	0:0 (0:0)	
	14:30	Fortuna Düsseldorf	-	FC Schalke 04	0:2 (0:0)	
	17:30	Bayern München	-	Bor. Mönchengladbach	0:3 (0:2)	
07/10/2018	12:30	SC Freiburg	-	Bayer Leverkusen	0:0 (0:0)	
	14:30	1899 Hoffenheim	-	Eintracht Frankfurt	1:2 (0:1)	
	17:00	RB Leipzig	-	1. FC Nürnberg	6:0 (4:0)	
1		Borussia Dortmund	7	5	2	0	23:8	15	17
2		RB Leipzig	7	4	2	1	16:9	7	14
3		Bor. Mönchengladbach	7	4	2	1	15:9	6	14
4		Werder Bremen	7	4	2	1	13:8	5	14
5		Hertha BSC	7	4	2	1	12:7	5	14
6		Bayern München	7	4	1	2	12:8	4	13
7		Eintracht Frankfurt	7	3	1	3	12:11	1	10
8		1. FSV Mainz 05	7	2	3	2	4:4	0	9
9		VfL Wolfsburg	7	2	3	2	10:11	-1	9
10		FC Augsburg	7	2	2	3	14:13	1	8
11		SC Freiburg	7	2	2	3	9:13	-4	8
12		1. FC Nürnberg	7	2	2	3	7:16	-9	8
13		1899 Hoffenheim	7	2	1	4	11:12	-1	7
14		Bayer Leverkusen	7	2	1	4	7:13	-6	7
15		FC Schalke 04	7	2	0	5	5:9	-4	6
16		Hannover 96	7	1	2	4	8:14	-6	5
17		Fortuna Düsseldorf	7	1	2	4	5:11	-6	5
18		VfB Stuttgart	7	1	2	4	6:13	-7	5
