14/10/2011	19:30	Werder Bremen	-	Borussia Dortmund	0:2 (0:1)	
15/10/2011	14:30	Bayern München	-	Hertha BSC	4:0 (3:0)	
	14:30	1. FSV Mainz 05	-	FC Augsburg	0:1 (0:0)	
	14:30	VfB Stuttgart	-	1899 Hoffenheim	2:0 (0:0)	
	14:30	VfL Wolfsburg	-	1. FC Nürnberg	2:1 (1:0)	
	14:30	Bor. Mönchengladbach	-	Bayer Leverkusen	2:2 (0:1)	
	17:30	FC Schalke 04	-	1. FC Kaiserslautern	1:2 (0:1)	
16/10/2011	14:30	SC Freiburg	-	Hamburger SV	1:2 (0:1)	
	16:30	1. FC Köln	-	Hannover 96	2:0 (1:0)	
1		Bayern München	9	7	1	1	25:1	24	22
2		Bor. Mönchengladbach	9	5	2	2	11:6	5	17
3		Borussia Dortmund	9	5	1	3	15:7	8	16
4		VfB Stuttgart	9	5	1	3	14:6	8	16
5		Werder Bremen	9	5	1	3	16:12	4	16
6		FC Schalke 04	9	5	0	4	18:15	3	15
7		Hannover 96	9	4	3	2	11:12	-1	15
8		Bayer Leverkusen	9	4	2	3	12:13	-1	14
9		1899 Hoffenheim	9	4	1	4	12:9	3	13
10		1. FC Köln	9	4	1	4	15:18	-3	13
11		Hertha BSC	9	3	3	3	12:13	-1	12
12		VfL Wolfsburg	9	4	0	5	11:16	-5	12
13		1. FC Nürnberg	9	3	2	4	10:12	-2	11
14		1. FC Kaiserslautern	9	2	2	5	7:13	-6	8
15		1. FSV Mainz 05	9	2	2	5	12:19	-7	8
16		FC Augsburg	9	1	4	4	7:16	-9	7
17		SC Freiburg	9	2	1	6	14:24	-10	7
18		Hamburger SV	9	2	1	6	11:21	-10	7
