13/09/1996	19:00	Werder Bremen	-	VfL Bochum	5:1 (3:0)	
	19:00	Fortuna Düsseldorf	-	Hansa Rostock	0:2 (0:1)	
14/09/1996	14:30	Borussia Dortmund	-	VfB Stuttgart	1:1 (0:1)	
	14:30	Karlsruher SC	-	MSV Duisburg	1:0 (1:0)	
	14:30	FC Schalke 04	-	Bayern München	1:1 (1:0)	
	14:30	Arminia Bielefeld	-	Bayer Leverkusen	0:1 (0:1)	
	14:30	TSV 1860 München	-	SC Freiburg	4:0 (0:0)	
	14:30	1. FC Köln	-	Bor. Mönchengladbach	4:0 (2:0)	
15/09/1996	17:00	Hamburger SV	-	FC St. Pauli	3:0 (1:0)	
1		VfB Stuttgart	6	5	1	0	17:2	15	16
2		Bayern München	6	4	2	0	13:5	8	14
3		Borussia Dortmund	6	4	1	1	14:7	7	13
4		Bayer Leverkusen	6	4	0	2	13:8	5	12
5		1. FC Köln	6	4	0	2	11:7	4	12
6		Werder Bremen	6	3	1	2	13:7	6	10
7		Karlsruher SC	6	3	1	2	11:8	3	10
8		Hamburger SV	6	3	0	3	10:10	0	9
9		VfL Bochum	6	2	3	1	8:9	-1	9
10		Hansa Rostock	6	2	2	2	7:5	2	8
11		TSV 1860 München	6	2	1	3	7:8	-1	7
12		FC Schalke 04	6	1	4	1	7:10	-3	7
13		Fortuna Düsseldorf	6	2	1	3	3:10	-7	7
14		Bor. Mönchengladbach	6	1	2	3	4:8	-4	5
15		FC St. Pauli	6	1	1	4	7:17	-10	4
16		Arminia Bielefeld	6	0	3	3	3:6	-3	3
17		SC Freiburg	6	1	0	5	7:19	-12	3
18		MSV Duisburg	6	0	1	5	2:11	-9	1
