12/03/2022	14:30	1899 Hoffenheim	-	Bayern München	1:1 (1:1)	
	14:30	SC Freiburg	-	VfL Wolfsburg	3:2 (2:0)	
	14:30	1. FC Union Berlin	-	VfB Stuttgart	1:1 (1:0)	
	17:30	Bor. Mönchengladbach	-	Hertha BSC	2:0 (1:0)	
13/03/2022	14:30	Bayer Leverkusen	-	1. FC Köln	0:1 (0:0)	
	16:30	Borussia Dortmund	-	Arminia Bielefeld	1:0 (1:0)	
	16:30	Eintracht Frankfurt	-	VfL Bochum	2:1 (0:1)	
	18:30	SpVgg Greuther Fürth	-	RB Leipzig	1:6 (1:4)	
06/04/2022	17:30	FC Augsburg	-	1. FSV Mainz 05	2:1 (1:0)	
1		Bayern München	26	19	3	4	77:28	49	60
2		Borussia Dortmund	26	18	2	6	66:37	29	56
3		Bayer Leverkusen	26	13	6	7	64:41	23	45
4		RB Leipzig	26	13	5	8	57:30	27	44
5		SC Freiburg	26	12	8	6	43:29	14	44
6		1899 Hoffenheim	26	13	5	8	49:37	12	44
7		1. FC Köln	26	10	9	7	37:39	-2	39
8		1. FC Union Berlin	26	10	8	8	33:34	-1	38
9		Eintracht Frankfurt	26	10	7	9	39:38	1	37
10		1. FSV Mainz 05	26	10	4	12	36:32	4	34
11		VfL Bochum	26	9	5	12	28:37	-9	32
12		VfL Wolfsburg	26	9	4	13	29:40	-11	31
13		Bor. Mönchengladbach	26	8	6	12	36:51	-15	30
14		FC Augsburg	26	7	8	11	29:42	-13	29
15		Arminia Bielefeld	26	5	10	11	22:34	-12	25
16		VfB Stuttgart	26	5	8	13	32:48	-16	23
17		Hertha BSC	26	6	5	15	26:60	-34	23
18		SpVgg Greuther Fürth	26	3	5	18	24:70	-46	14
