20/09/1980	14:30	TSV 1860 München	-	Bor. Mönchengladbach	0:0 (0:0)	
	14:30	Hamburger SV	-	Bayer 05 Uerdingen	2:1 (2:0)	
	14:30	VfB Stuttgart	-	Bayern München	1:2 (0:1)	
	14:30	SV Bayer 04 Leverkusen	-	Borussia Dortmund	4:1 (2:0)	
	14:30	Arminia Bielefeld	-	Fortuna Düsseldorf	3:0 (1:0)	
	14:30	1. FC Nürnberg	-	1. FC Kaiserslautern	0:4 (0:0)	
	14:30	MSV Duisburg	-	1. FC Köln	3:4 (1:0)	
	14:30	VfL Bochum	-	Eintracht Frankfurt	2:0 (0:0)	
	14:30	Karlsruher SC	-	FC Schalke 04	3:2 (0:2)	
1		Bayern München	7	6	0	1	20:9	11	12:2
2		Hamburger SV	7	5	2	0	16:8	8	12:2
3		1. FC Kaiserslautern	7	4	2	1	12:6	6	10:4
4		VfL Bochum	7	2	5	0	9:5	4	9:5
5		Borussia Dortmund	7	4	1	2	16:13	3	9:5
6		Eintracht Frankfurt	7	4	0	3	13:11	2	8:6
7		MSV Duisburg	7	2	4	1	10:8	2	8:6
8		Bor. Mönchengladbach	7	3	2	2	12:11	1	8:6
9		VfB Stuttgart	7	3	1	3	14:11	3	7:7
10		SV Bayer 04 Leverkusen	7	3	1	3	12:10	2	7:7
11		Fortuna Düsseldorf	7	3	1	3	10:12	-2	7:7
12		Karlsruher SC	7	2	3	2	9:13	-4	7:7
13		1. FC Köln	7	2	2	3	13:16	-3	6:8
14		1. FC Nürnberg	7	2	0	5	12:15	-3	4:10
15		TSV 1860 München	7	1	2	4	9:13	-4	4:10
16		FC Schalke 04	7	1	1	5	12:21	-9	3:11
17		Arminia Bielefeld	7	1	1	5	10:19	-9	3:11
18		Bayer 05 Uerdingen	7	0	2	5	9:17	-8	2:12
