21/10/1967	15:00	Werder Bremen	-	1. FC Nürnberg	0:4 (0:0)	
	15:00	TSV 1860 München	-	Hannover 96	3:1 (2:1)	
	15:00	Eintracht Braunschweig	-	Bayern München	1:0 (0:0)	
	15:00	1. FC Köln	-	1. FC Kaiserslautern	5:0 (3:0)	
	15:00	Hamburger SV	-	Borussia Neunkirchen	0:0 (0:0)	
	15:00	Frankfurter SG Eintracht	-	Karlsruher SC	2:0 (1:0)	
	15:00	VfB Stuttgart	-	MSV Duisburg	3:0 (2:0)	
	15:00	Bor. Mönchengladbach	-	Borussia Dortmund	2:2 (1:0)	
	15:00	FC Schalke 04	-	Alemannia Aachen	2:1 (1:1)	
1		1. FC Nürnberg	10	7	3	0	24:5	19	17:3
2		Borussia Dortmund	10	5	3	2	25:15	10	13:7
3		Bayern München	10	6	1	3	19:14	5	13:7
4		Bor. Mönchengladbach	10	4	4	2	26:14	12	12:8
5		1. FC Kaiserslautern	10	4	4	2	15:20	-5	12:8
6		1. FC Köln	10	5	1	4	21:13	8	11:9
7		MSV Duisburg	10	4	3	3	15:13	2	11:9
8		Eintracht Braunschweig	10	4	3	3	10:12	-2	11:9
9		VfB Stuttgart	10	3	4	3	17:15	2	10:10
10		Hannover 96	10	4	2	4	16:18	-2	10:10
11		Werder Bremen	10	4	2	4	20:23	-3	10:10
12		TSV 1860 München	10	2	5	3	13:15	-2	9:11
13		Alemannia Aachen	10	3	3	4	10:14	-4	9:11
14		Frankfurter SG Eintracht	10	3	2	5	15:18	-3	8:12
15		Borussia Neunkirchen	10	2	3	5	10:20	-10	7:13
16		Hamburger SV	10	2	2	6	12:19	-7	6:14
17		Karlsruher SC	10	3	0	7	10:17	-7	6:14
18		FC Schalke 04	10	1	3	6	6:19	-13	5:15
