06/10/1970	19:00	Rot-Weiß Oberhausen	-	Arminia Bielefeld	4:2 (4:0)	
07/10/1970	19:00	MSV Duisburg	-	Rot-Weiss Essen	1:0 (1:0)	
	19:00	VfB Stuttgart	-	Borussia Dortmund	6:1 (2:1)	
	19:00	Werder Bremen	-	Bor. Mönchengladbach	1:1 (1:1)	
	19:00	FC Schalke 04	-	Hannover 96	3:0 (1:0)	
	19:00	1. FC Köln	-	Hamburger SV	3:0 (1:0)	
	19:00	Bayern München	-	1. FC Kaiserslautern	3:1 (1:0)	
	19:00	Eintracht Braunschweig	-	Eintracht Frankfurt	2:0 (0:0)	
	19:00	Kickers Offenbach	-	Hertha BSC	1:0 (0:0)	
1		Bor. Mönchengladbach	10	4	6	0	21:6	15	14:6
2		Bayern München	10	5	4	1	19:9	10	14:6
3		Eintracht Braunschweig	10	6	2	2	17:7	10	14:6
4		FC Schalke 04	10	5	3	2	16:9	7	13:7
5		Hertha BSC	10	6	1	3	15:9	6	13:7
6		VfB Stuttgart	10	4	3	3	18:15	3	11:9
7		1. FC Köln	10	3	5	2	14:11	3	11:9
8		Rot-Weiss Essen	10	3	4	3	15:12	3	10:10
9		1. FC Kaiserslautern	10	5	0	5	17:19	-2	10:10
10		Rot-Weiß Oberhausen	10	3	3	4	21:21	0	9:11
11		MSV Duisburg	10	3	3	4	7:11	-4	9:11
12		Borussia Dortmund	10	3	2	5	13:16	-3	8:12
13		Werder Bremen	10	2	4	4	7:11	-4	8:12
14		Eintracht Frankfurt	10	2	4	4	4:9	-5	8:12
15		Arminia Bielefeld	10	3	2	5	11:17	-6	8:12
16		Kickers Offenbach	10	3	2	5	11:18	-7	8:12
17		Hamburger SV	10	3	2	5	14:26	-12	8:12
18		Hannover 96	10	1	2	7	7:21	-14	4:16
