28/10/1994	19:00	Karlsruher SC	-	Bayer 05 Uerdingen	2:1 (1:1)	
	19:00	VfL Bochum	-	1. FC Kaiserslautern	0:2 (0:2)	
29/10/1994	14:30	Dynamo Dresden	-	Borussia Dortmund	0:1 (0:1)	
	14:30	Bayern München	-	VfB Stuttgart	2:2 (0:1)	
	14:30	Bor. Mönchengladbach	-	TSV 1860 München	2:0 (0:0)	
	14:30	SC Freiburg	-	1. FC Köln	4:2 (1:0)	
	14:30	Werder Bremen	-	Eintracht Frankfurt	2:0 (1:0)	
	14:30	Bayer Leverkusen	-	FC Schalke 04	2:2 (0:0)	
30/10/1994	17:00	MSV Duisburg	-	Hamburger SV	0:5 (0:2)	
1		Borussia Dortmund	11	8	2	1	27:10	17	18:4
2		Werder Bremen	11	7	3	1	21:12	9	17:5
3		Hamburger SV	11	6	2	3	21:12	9	14:8
4		Bor. Mönchengladbach	11	5	4	2	21:13	8	14:8
5		SC Freiburg	11	6	2	3	23:17	6	14:8
6		1. FC Kaiserslautern	11	5	4	2	19:13	6	14:8
7		Bayer Leverkusen	11	4	5	2	23:15	8	13:9
8		Bayern München	11	4	5	2	22:17	5	13:9
9		VfB Stuttgart	11	5	3	3	23:19	4	13:9
10		Karlsruher SC	11	5	3	3	21:19	2	13:9
11		FC Schalke 04	11	2	6	3	14:15	-1	10:12
12		Eintracht Frankfurt	11	3	4	4	12:18	-6	10:12
13		Dynamo Dresden	11	3	2	6	11:17	-6	8:14
14		1. FC Köln	11	2	4	5	18:26	-8	8:14
15		Bayer 05 Uerdingen	11	1	5	5	10:16	-6	7:15
16		TSV 1860 München	11	1	3	7	11:21	-10	5:17
17		VfL Bochum	11	2	1	8	11:28	-17	5:17
18		MSV Duisburg	11	0	2	9	7:27	-20	2:20
