04/10/1985	19:00	Bayer Leverkusen	-	1. FC Kaiserslautern	3:2 (1:2)	
05/10/1985	14:30	Bayern München	-	Waldhof Mannheim	3:1 (0:1)	
	14:30	Werder Bremen	-	Eintracht Frankfurt	4:0 (1:0)	
	14:30	Borussia Dortmund	-	Bayer 05 Uerdingen	5:2 (1:1)	
	14:30	1. FC Saarbrücken	-	Hamburger SV	2:2 (2:1)	
	14:30	Hannover 96	-	1. FC Köln	3:1 (3:1)	
	14:30	FC Schalke 04	-	1. FC Nürnberg	2:0 (1:0)	
	14:30	VfB Stuttgart	-	Fortuna Düsseldorf	5:0 (2:0)	
	14:30	Bor. Mönchengladbach	-	VfL Bochum	2:0 (0:0)	
1		Werder Bremen	10	7	3	0	30:12	18	17:3
2		Bor. Mönchengladbach	10	6	2	2	23:13	10	14:6
3		Bayern München	10	6	2	2	20:10	10	14:6
4		VfB Stuttgart	10	6	1	3	22:10	12	13:7
5		Bayer Leverkusen	10	5	2	3	19:13	6	12:8
6		1. FC Kaiserslautern	10	5	2	3	18:13	5	12:8
7		Waldhof Mannheim	10	4	4	2	15:12	3	12:8
8		Hamburger SV	10	4	2	4	17:13	4	10:10
9		Bayer 05 Uerdingen	10	4	2	4	16:24	-8	10:10
10		1. FC Köln	10	2	5	3	14:18	-4	9:11
11		Eintracht Frankfurt	10	2	5	3	9:14	-5	9:11
12		VfL Bochum	10	4	0	6	20:22	-2	8:12
13		1. FC Nürnberg	10	3	1	6	15:17	-2	7:13
14		FC Schalke 04	10	3	1	6	12:18	-6	7:13
15		Borussia Dortmund	10	2	3	5	15:24	-9	7:13
16		Hannover 96	10	2	3	5	16:30	-14	7:13
17		1. FC Saarbrücken	10	1	4	5	10:18	-8	6:14
18		Fortuna Düsseldorf	10	3	0	7	18:28	-10	6:14
