02/09/1980	18:30	Bor. Mönchengladbach	-	SV Bayer 04 Leverkusen	1:0 (0:0)	
	18:30	1. FC Kaiserslautern	-	TSV 1860 München	3:2 (0:0)	
	18:30	MSV Duisburg	-	Karlsruher SC	2:2 (0:1)	
	18:30	Borussia Dortmund	-	Fortuna Düsseldorf	2:1 (1:0)	
03/09/1980	19:00	Bayern München	-	FC Schalke 04	5:1 (1:1)	
	19:00	Eintracht Frankfurt	-	VfB Stuttgart	2:1 (1:0)	
	19:00	1. FC Köln	-	Hamburger SV	0:3 (0:1)	
	19:00	1. FC Nürnberg	-	VfL Bochum	0:2 (0:1)	
	19:00	Bayer 05 Uerdingen	-	Arminia Bielefeld	2:2 (0:0)	
1		Hamburger SV	4	3	1	0	9:4	5	7:1
2		Bayern München	4	3	0	1	13:7	6	6:2
3		Eintracht Frankfurt	4	3	0	1	10:5	5	6:2
4		Fortuna Düsseldorf	4	3	0	1	7:3	4	6:2
5		Bor. Mönchengladbach	4	3	0	1	8:5	3	6:2
6		1. FC Kaiserslautern	4	3	0	1	7:5	2	6:2
7		VfL Bochum	4	1	3	0	5:3	2	5:3
8		MSV Duisburg	4	1	3	0	4:3	1	5:3
9		Borussia Dortmund	4	2	1	1	8:8	0	5:3
10		VfB Stuttgart	4	2	0	2	6:4	2	4:4
11		SV Bayer 04 Leverkusen	4	1	1	2	4:5	-1	3:5
12		1. FC Köln	4	1	1	2	6:9	-3	3:5
13		Karlsruher SC	4	0	3	1	3:6	-3	3:5
14		1. FC Nürnberg	4	1	0	3	7:9	-2	2:6
15		FC Schalke 04	4	1	0	3	6:13	-7	2:6
16		TSV 1860 München	4	0	1	3	6:10	-4	1:7
17		Bayer 05 Uerdingen	4	0	1	3	4:8	-4	1:7
18		Arminia Bielefeld	4	0	1	3	6:12	-6	1:7
