09/05/1997	18:30	MSV Duisburg	-	Hansa Rostock	0:1 (0:1)	
	19:00	Werder Bremen	-	1. FC Köln	3:2 (2:2)	
10/05/1997	14:30	Karlsruher SC	-	Borussia Dortmund	1:1 (1:0)	
	14:30	FC St. Pauli	-	Bor. Mönchengladbach	1:3 (0:1)	
	14:30	VfL Bochum	-	VfB Stuttgart	2:1 (0:0)	
	14:30	Bayern München	-	SC Freiburg	0:0 (0:0)	
	14:30	Arminia Bielefeld	-	TSV 1860 München	2:3 (1:2)	
	14:30	FC Schalke 04	-	Fortuna Düsseldorf	0:1 (0:1)	
11/05/1997	17:00	Bayer Leverkusen	-	Hamburger SV	5:0 (2:0)	
1		Bayern München	31	18	10	3	59:30	29	64
2		Bayer Leverkusen	31	19	6	6	64:37	27	63
3		VfB Stuttgart	31	17	7	7	72:32	40	58
4		Borussia Dortmund	31	17	6	8	58:37	21	57
5		VfL Bochum	31	13	11	7	46:43	3	50
6		TSV 1860 München	31	12	10	9	54:49	5	46
7		Karlsruher SC	31	11	9	11	48:43	5	42
8		Werder Bremen	31	12	6	13	48:50	-2	42
9		Arminia Bielefeld	31	11	7	13	42:45	-3	40
10		FC Schalke 04	31	10	10	11	33:36	-3	40
11		Bor. Mönchengladbach	31	11	6	14	36:40	-4	39
12		1. FC Köln	31	11	5	15	53:60	-7	38
13		Hansa Rostock	31	10	7	14	32:41	-9	37
14		Hamburger SV	31	9	10	12	43:54	-11	37
15		MSV Duisburg	31	9	9	13	36:47	-11	36
16		Fortuna Düsseldorf	31	9	5	17	25:52	-27	32
17		FC St. Pauli	31	7	6	18	32:58	-26	27
18		SC Freiburg	31	6	4	21	38:65	-27	22
