11/01/1964	13:30	Borussia Dortmund	-	Werder Bremen	4:3 (4:0)	
	13:30	1. FC Köln	-	1. FC Saarbrücken	1:3 (1:3)	
	13:30	1. FC Kaiserslautern	-	Frankfurter SG Eintracht	1:1 (1:1)	
	13:30	Hamburger SV	-	Preußen Münster	5:0 (2:0)	
	13:30	Meidericher SV	-	Karlsruher SC	2:0 (2:0)	
	13:30	1. FC Nürnberg	-	Hertha BSC	2:3 (2:2)	
	16:00	Eintracht Braunschweig	-	TSV 1860 München	0:1 (0:1)	
08/02/1964	14:30	VfB Stuttgart	-	FC Schalke 04	2:0 (1:0)	
1		1. FC Köln	16	10	4	2	42:21	21	24:8
2		Borussia Dortmund	16	9	2	5	49:31	18	20:12
3		VfB Stuttgart	16	8	4	4	27:17	10	20:12
4		FC Schalke 04	16	8	4	4	32:25	7	20:12
5		Meidericher SV	16	7	6	3	35:22	13	20:12
6		Hamburger SV	16	8	2	6	39:26	13	18:14
7		Werder Bremen	16	6	5	5	34:33	1	17:15
8		1. FC Kaiserslautern	16	6	5	5	30:33	-3	17:15
9		Frankfurter SG Eintracht	16	7	3	6	30:27	3	17:15
10		Eintracht Braunschweig	16	5	5	6	18:25	-7	15:17
11		TSV 1860 München	16	5	4	7	28:30	-2	14:18
12		1. FC Nürnberg	16	5	3	8	26:37	-11	13:19
13		Hertha BSC	16	5	3	8	25:37	-12	13:19
14		Karlsruher SC	16	5	2	9	21:33	-12	12:20
15		Preußen Münster	16	2	6	8	18:33	-15	10:22
16		1. FC Saarbrücken	16	2	2	12	24:48	-24	6:26
