10/03/2017	19:30	Bayer Leverkusen	-	Werder Bremen	1:1 (1:0)	
11/03/2017	14:30	Hertha BSC	-	Borussia Dortmund	2:1 (1:0)	
	14:30	SV Darmstadt 98	-	1. FSV Mainz 05	2:1 (2:1)	
	14:30	RB Leipzig	-	VfL Wolfsburg	0:1 (0:1)	
	14:30	SC Freiburg	-	1899 Hoffenheim	1:1 (0:0)	
	14:30	Bayern München	-	Eintracht Frankfurt	3:0 (2:0)	
	17:30	FC Ingolstadt 04	-	1. FC Köln	2:2 (1:1)	
12/03/2017	14:30	FC Schalke 04	-	FC Augsburg	3:0 (3:0)	
	16:30	Hamburger SV	-	Bor. Mönchengladbach	2:1 (1:1)	
1		Bayern München	24	18	5	1	60:13	47	59
2		RB Leipzig	24	15	4	5	43:25	18	49
3		Borussia Dortmund	24	12	7	5	53:27	26	43
4		1899 Hoffenheim	24	10	12	2	45:25	20	42
5		Hertha BSC	24	12	4	8	32:26	6	40
6		Eintracht Frankfurt	24	10	5	9	26:27	-1	35
7		1. FC Köln	24	8	10	6	33:27	6	34
8		SC Freiburg	24	10	4	10	31:41	-10	34
9		Bor. Mönchengladbach	24	9	5	10	30:33	-3	32
10		Bayer Leverkusen	24	9	4	11	37:39	-2	31
11		FC Schalke 04	24	8	6	10	31:27	4	30
12		1. FSV Mainz 05	24	8	5	11	33:40	-7	29
13		FC Augsburg	24	7	7	10	23:33	-10	28
14		VfL Wolfsburg	24	7	5	12	22:34	-12	26
15		Werder Bremen	24	7	5	12	31:44	-13	26
16		Hamburger SV	24	7	5	12	24:46	-22	26
17		FC Ingolstadt 04	24	5	4	15	23:41	-18	19
18		SV Darmstadt 98	24	4	3	17	17:46	-29	15
