24/04/1992	19:00	Hansa Rostock	-	VfL Bochum	0:2 (0:1)	
	19:00	Fortuna Düsseldorf	-	Dynamo Dresden	1:3 (1:1)	
	19:00	SG Wattenscheid 09	-	1. FC Nürnberg	1:1 (0:1)	
25/04/1992	14:30	VfB Stuttgart	-	Borussia Dortmund	4:2 (2:1)	
	14:30	Bor. Mönchengladbach	-	Bayern München	1:1 (0:0)	
	14:30	Bayer Leverkusen	-	Eintracht Frankfurt	1:3 (0:1)	
	14:30	MSV Duisburg	-	Hamburger SV	0:1 (0:0)	
	14:30	Karlsruher SC	-	1. FC Kaiserslautern	2:1 (1:0)	
	14:30	Werder Bremen	-	1. FC Köln	1:3 (0:1)	
	14:30	FC Schalke 04	-	Stuttgarter Kickers	1:2 (0:2)	
